quarter_date,strat,ticker,rank_in_strat,score_level2,selected_reason,pair_corr,score_gap_vs_top1,active_review_date,switch_flag,switch_reason,ter_pct,ter_dec,nom,label
2021-07-01,STRAT2,PROSSPE LX Equity,1,2.042986935179495,top1,,0.0,2021-02-01,0,same_ticker,2.0,0.02,PROSPER STARS & STRIPES-P,PROSPER STARS & STRIPES-P
2021-07-01,STRAT2,LDAPB2E ID Equity,2,1.3894650963447774,top2_diversified,0.1646351021076703,0.6535218388347177,2021-02-01,0,same_ticker,1.47,0.0147,DALTON ASIA PACIFIC UC-B2EUR,DALTON ASIA PACIFIC UC-B2EUR
2021-07-01,STRAT3,00XL GR Equity,1,2.7487694773545313,top1,,0.0,2021-02-01,0,same_ticker,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2021-07-01,STRAT3,NUMCAII ID Equity,2,1.950928494209339,top2_diversified,0.05438595954517022,0.7978409831451923,2021-02-01,0,same_ticker,0.49,0.0049,HI NUMEN CREDIT FUND-II,HI NUMEN CREDIT FUND-II
2021-08-02,STRAT1,LYEGTIE ID Equity,1,1.0203809582812333,top1,,0.0,2021-02-01,0,same_ticker,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2021-08-02,STRAT1,DWMAEIA ID Equity,2,0.7271120044226954,top2_diversified,0.5562365155110582,0.28379788003004436,2021-02-01,0,hold_buffer,0.59,0.0059,MONTLAKE-DUNN WMA UCITS-EIA,MONTLAKE-DUNN WMA UCITS-EIA
2021-08-02,STRAT2,PROSSPE LX Equity,1,1.3953491972731125,top1,,0.0,2021-02-01,0,same_ticker,2.0,0.02,PROSPER STARS & STRIPES-P,PROSPER STARS & STRIPES-P
2021-08-02,STRAT2,LDAPB2E ID Equity,2,1.303813279885174,top2_diversified,0.1646351021076703,0.6535218388347177,2021-02-01,0,hold_buffer,1.47,0.0147,DALTON ASIA PACIFIC UC-B2EUR,DALTON ASIA PACIFIC UC-B2EUR
2021-08-02,STRAT3,00XL GR Equity,1,2.7720352716931362,top1,,0.0,2021-02-01,0,same_ticker,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2021-08-02,STRAT3,NUMCAII ID Equity,2,1.864888455200899,top2_diversified,0.037493522367357576,0.9071468164922372,2021-02-01,0,same_ticker,0.49,0.0049,HI NUMEN CREDIT FUND-II,HI NUMEN CREDIT FUND-II
2021-09-01,STRAT1,LYEGTIE ID Equity,1,1.0000672720022612,top1,,0.0,2021-02-01,0,same_ticker,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2021-09-01,STRAT1,ALLVOSI LX Equity,2,0.7637274526950353,top2_diversified,0.04136520052353841,0.23633981930722592,2021-02-01,1,better_score,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2021-09-01,STRAT2,LDAPB2E ID Equity,1,1.4738791939899931,top1,,0.0,2021-02-01,1,better_score,1.47,0.0147,DALTON ASIA PACIFIC UC-B2EUR,DALTON ASIA PACIFIC UC-B2EUR
2021-09-01,STRAT2,CDARMEC LX Equity,2,1.308012172195569,top2_diversified,0.14661216796770865,0.16586702179442403,2021-02-01,1,deduplicate,1.67,0.0167,CANDRIAM ABS RET EQ MAK NT-C,CANDRIAM ABS RET EQ MAK NT-C
2021-09-01,STRAT3,00XL GR Equity,1,2.2574146760926017,top1,,0.0,2021-02-01,0,same_ticker,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2021-09-01,STRAT3,NUMCAII ID Equity,2,1.765940891439728,top2_diversified,0.026217800377587797,0.4914737846528736,2021-02-01,0,same_ticker,0.49,0.0049,HI NUMEN CREDIT FUND-II,HI NUMEN CREDIT FUND-II
2021-10-01,STRAT1,LYEGTIE ID Equity,1,0.9333730560753462,top1,,0.0,2021-02-01,0,same_ticker,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2021-10-01,STRAT1,ALLVOSI LX Equity,2,0.7642711024833098,top2_diversified,-0.003419662782119328,0.1691019535920364,2021-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2021-10-01,STRAT2,CDARMEC LX Equity,1,1.597518970984006,top1,,0.0,2021-02-01,1,better_score,1.67,0.0167,CANDRIAM ABS RET EQ MAK NT-C,CANDRIAM ABS RET EQ MAK NT-C
2021-10-01,STRAT2,LDAPB2E ID Equity,2,1.3792370506755065,top2_diversified,0.15297253273131897,0.21828192030849958,2021-02-01,1,deduplicate,1.47,0.0147,DALTON ASIA PACIFIC UC-B2EUR,DALTON ASIA PACIFIC UC-B2EUR
2021-10-01,STRAT3,00XL GR Equity,1,1.706449269792212,top1,,0.0,2021-02-01,0,same_ticker,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2021-10-01,STRAT3,NUMCAII ID Equity,2,1.57579939101126,top2_diversified,0.057108854758360424,0.13064987878095202,2021-02-01,0,same_ticker,0.49,0.0049,HI NUMEN CREDIT FUND-II,HI NUMEN CREDIT FUND-II
2021-11-01,STRAT1,LYEGTIE ID Equity,1,0.9041257511313037,top1,,0.0,2021-02-01,0,same_ticker,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2021-11-01,STRAT1,ALLVOSI LX Equity,2,0.7960919547013414,top2_diversified,-0.0064021631866175936,0.10803379642996225,2021-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2021-11-01,STRAT2,CDARMEC LX Equity,1,1.5535694475586634,top1,,0.0,2021-02-01,0,same_ticker,1.67,0.0167,CANDRIAM ABS RET EQ MAK NT-C,CANDRIAM ABS RET EQ MAK NT-C
2021-11-01,STRAT2,LDAPB2E ID Equity,2,1.0812815538159601,top2_diversified,0.14310598215245496,0.4722878937427033,2021-02-01,0,same_ticker,1.47,0.0147,DALTON ASIA PACIFIC UC-B2EUR,DALTON ASIA PACIFIC UC-B2EUR
2021-11-01,STRAT3,00XL GR Equity,1,1.8249899421282785,top1,,0.0,2021-02-01,0,same_ticker,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2021-11-01,STRAT3,NUMCAII ID Equity,2,1.3673033914077333,top2_diversified,0.08965794027497939,0.4576865507205452,2021-02-01,0,same_ticker,0.49,0.0049,HI NUMEN CREDIT FUND-II,HI NUMEN CREDIT FUND-II
2021-12-01,STRAT1,LYEGTIE ID Equity,1,0.7975975412618852,top1,,0.0,2021-02-01,0,same_ticker,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2021-12-01,STRAT1,ALLVOSI LX Equity,2,0.7349093593035394,top2_diversified,-0.0064021631866175936,0.10803379642996225,2021-02-01,0,hold_buffer,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2021-12-01,STRAT2,CDARMEC LX Equity,1,1.4297058326416927,top1,,0.0,2021-02-01,0,same_ticker,1.67,0.0167,CANDRIAM ABS RET EQ MAK NT-C,CANDRIAM ABS RET EQ MAK NT-C
2021-12-01,STRAT2,LDAPB2E ID Equity,2,1.2235804851013963,top2_diversified,0.1006857396597275,0.20612534754029643,2021-02-01,0,same_ticker,1.47,0.0147,DALTON ASIA PACIFIC UC-B2EUR,DALTON ASIA PACIFIC UC-B2EUR
2021-12-01,STRAT3,NUMCAII ID Equity,1,1.2160352976318047,top1,,0.0,2021-02-01,1,better_score,0.49,0.0049,HI NUMEN CREDIT FUND-II,HI NUMEN CREDIT FUND-II
2021-12-01,STRAT3,00XL GR Equity,2,1.05056218395048,top2_diversified,0.09940063189124664,0.16547311368132478,2021-02-01,1,deduplicate,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2022-01-03,STRAT1,LYEGTIE ID Equity,1,0.8359592646051262,top1,,0.0,2021-02-01,0,same_ticker,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2022-01-03,STRAT1,ALLVOSI LX Equity,2,0.7553400592448842,top2_diversified,-0.09550777072753099,0.08061920536024192,2021-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-01-03,STRAT2,CDARMEC LX Equity,1,1.5886385740408984,top1,,0.0,2021-02-01,0,same_ticker,1.67,0.0167,CANDRIAM ABS RET EQ MAK NT-C,CANDRIAM ABS RET EQ MAK NT-C
2022-01-03,STRAT2,NMAPBIE LX Equity,2,1.1994130299570784,top2_diversified,0.039449523978894944,0.38922554408381993,2021-02-01,1,better_score,1.37,0.0137,NORDEA ALPH 15 MA FUND-BI EU,NORDEA ALPH 15 MA FUND-BI EU
2022-01-03,STRAT3,00XL GR Equity,1,1.3570195450885172,top1,,0.0,2021-02-01,1,better_score,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2022-01-03,STRAT3,NUMCAII ID Equity,2,0.9904193195397973,top2_diversified,0.10932703911855789,0.36660022554871985,2021-02-01,1,deduplicate,0.49,0.0049,HI NUMEN CREDIT FUND-II,HI NUMEN CREDIT FUND-II
2022-02-01,STRAT1,ASRATH2 LX Equity,1,1.1810345872726948,top1,,0.0,2022-02-01,1,better_score,1.6,0.016,ALLIANZ STRUCT RT-AT14EUR,ALLIANZ STRUCT RT-AT14EUR
2022-02-01,STRAT1,ALLVOSI LX Equity,2,1.1153031544996368,top2_diversified,0.6501005219047639,0.06573143277305804,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-02-01,STRAT2,PRATLSB LX Equity,1,1.8154384791521905,top1,,0.0,2022-02-01,1,better_score,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-02-01,STRAT2,UGEEIBA ID Equity,2,1.5424223474953287,top2_diversified,0.22177805314894672,0.2730161316568618,2022-02-01,1,better_score,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-02-01,STRAT3,00XL GR Equity,1,1.3570195450885172,top1,,0.0,2021-02-01,0,hold_buffer,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2022-02-01,STRAT3,GFGBNCE LX Equity,2,1.2016962933737427,top2_diversified,0.24799987145656693,0.051193988610265695,2022-02-01,1,better_score,0.007,7.000000000000001e-05,GROUP GLOB INFLA SH DU-N EUR,GROUP GLOB INFLA SH DU-N EUR
2022-03-01,STRAT1,UIATHNA GR Equity,1,1.0971280140103246,top1,,0.0,2022-02-01,1,better_score,1.23,0.0123,ATHENA UI,ATHENA UI
2022-03-01,STRAT1,ALLVOSI LX Equity,2,1.0784664399953048,top2_diversified,-0.11503800463240768,0.018661574015019777,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-03-01,STRAT2,PRATLSB LX Equity,1,1.59125991721633,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-03-01,STRAT2,UGEEIBA ID Equity,2,1.4398956547806603,top2_diversified,0.15679435475251643,0.1513642624356697,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-03-01,STRAT3,00XL GR Equity,1,1.3570195450885172,top1,,0.0,2021-02-01,0,hold_buffer,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2022-03-01,STRAT3,4GLD GR Equity,2,1.1315399572182443,top2_diversified,0.1138469440844313,0.042727476098265216,2022-02-01,1,better_score,0.36,0.0036,XETRA-GOLD,XETRA-GOLD
2022-04-01,STRAT1,UIATHNA GR Equity,1,1.11455699457865,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-04-01,STRAT1,ALLVOSI LX Equity,2,1.0445041761789793,top2_diversified,-0.10505287318467567,0.0700528183996707,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-04-01,STRAT2,PRATLSB LX Equity,1,1.3888755769471435,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-04-01,STRAT2,UGEEIBA ID Equity,2,1.2857518147390732,top2_diversified,0.1884431428580964,0.10312376220807029,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-04-01,STRAT3,00XL GR Equity,1,1.3570195450885172,top1,,0.0,2021-02-01,0,hold_buffer,0.49,0.0049,WT COPPER - EUR DAILY HEDGED,WT COPPER - EUR DAILY HEDGED
2022-04-01,STRAT3,EWG2 GR Equity,2,1.071947741162289,top2_diversified,0.34667777708452957,0.2562906275017973,2022-02-01,1,better_score,0.0,0.0,EUWAX GOLD II,EUWAX GOLD II
2022-05-02,STRAT1,UIATHNA GR Equity,1,1.1754037610946786,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-05-02,STRAT1,ALLVOSI LX Equity,2,1.00071452250921,top2_diversified,-0.13228663787293535,0.1746892385854686,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-05-02,STRAT2,PRATLSB LX Equity,1,1.3020685814271618,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-05-02,STRAT2,UGEEIBA ID Equity,2,1.1504568837373028,top2_diversified,0.1593524356557531,0.15161169768985894,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-05-02,STRAT3,INFU FP Equity,1,1.6093476785863476,top1,,0.0,2022-02-01,1,better_score,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-05-02,STRAT3,EWG2 GR Equity,2,1.0431086278205188,top2_diversified,0.33212116662928237,0.5662390507658288,2022-02-01,0,same_ticker,0.0,0.0,EUWAX GOLD II,EUWAX GOLD II
2022-06-01,STRAT1,UIATHNA GR Equity,1,1.253844018005141,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-06-01,STRAT1,ALLVOSI LX Equity,2,0.9258749314565025,top2_diversified,-0.1342652072990444,0.32796908654863843,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-06-01,STRAT2,PRATLSB LX Equity,1,1.360556591400196,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-06-01,STRAT2,UGEEIBA ID Equity,2,1.0720673898897854,top2_diversified,0.159404895397221,0.2884892015104106,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-06-01,STRAT3,INFU FP Equity,1,1.6184453009886868,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-06-01,STRAT3,GFGBNCE LX Equity,2,1.1195497082559402,top2_diversified,0.349165886920452,0.49889559273274653,2022-02-01,1,better_score,0.007,7.000000000000001e-05,GROUP GLOB INFLA SH DU-N EUR,GROUP GLOB INFLA SH DU-N EUR
2022-07-01,STRAT1,UIATHNA GR Equity,1,1.2717134449261547,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-07-01,STRAT1,ALLVOSI LX Equity,2,0.8285056017196857,top2_diversified,-0.09557175324985771,0.443207843206469,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-07-01,STRAT2,PRATLSB LX Equity,1,1.2794772595350417,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-07-01,STRAT2,UGEEIBA ID Equity,2,1.0494793357959313,top2_diversified,0.17638877292127364,0.22999792373911032,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-07-01,STRAT3,INFU FP Equity,1,1.6030916026183148,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-07-01,STRAT3,EWG2 GR Equity,2,1.1761789618043714,top2_diversified,0.35523400264268207,0.4269126408139434,2022-02-01,1,better_score,0.0,0.0,EUWAX GOLD II,EUWAX GOLD II
2022-08-01,STRAT1,UIATHNA GR Equity,1,1.2061503321445164,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-08-01,STRAT1,ALLVOSI LX Equity,2,0.7942490051756839,top2_diversified,-0.09733613343429053,0.4119013269688325,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-08-01,STRAT2,PRATLSB LX Equity,1,1.2820407622317753,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-08-01,STRAT2,UGEEIBA ID Equity,2,1.2386413096329862,top2_diversified,0.13487616396186425,0.04339945259878908,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-08-01,STRAT3,INFU FP Equity,1,1.7324046977025889,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-08-01,STRAT3,EWG2 GR Equity,2,1.0514213741065213,top2_diversified,0.33831465816051093,0.6809833235960676,2022-02-01,0,same_ticker,0.0,0.0,EUWAX GOLD II,EUWAX GOLD II
2022-09-01,STRAT1,UIATHNA GR Equity,1,1.1854086850819487,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-09-01,STRAT1,ALLVOSI LX Equity,2,0.7784893633694121,top2_diversified,-0.1001666771457686,0.40691932171253664,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-09-01,STRAT2,PRATLSB LX Equity,1,1.1237479279649545,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-09-01,STRAT2,UGEEIBA ID Equity,2,1.1043558741904227,top2_diversified,0.12739294439475518,0.019392053774531792,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-09-01,STRAT3,INFU FP Equity,1,1.893561379759542,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-09-01,STRAT3,EWG2 GR Equity,2,1.0674106433777322,top2_diversified,0.3457612223508866,0.8261507363818099,2022-02-01,0,same_ticker,0.0,0.0,EUWAX GOLD II,EUWAX GOLD II
2022-10-03,STRAT1,UIATHNA GR Equity,1,1.0821940906455052,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-10-03,STRAT1,ALLVOSI LX Equity,2,0.734519910265548,top2_diversified,-0.09612024880769966,0.34767418037995723,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-10-03,STRAT2,UGEEIBA ID Equity,1,1.074426753812806,top1,,0.0,2022-02-01,1,better_score,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-10-03,STRAT2,PRATLSB LX Equity,2,1.0044068910192987,top2_diversified,0.13596326068913273,0.07001986279350736,2022-02-01,1,deduplicate,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-10-03,STRAT3,INFU FP Equity,1,1.888478358201021,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-10-03,STRAT3,EWG2 GR Equity,2,1.0528675105447376,top2_diversified,0.3457612223508866,0.8261507363818099,2022-02-01,0,hold_buffer,0.0,0.0,EUWAX GOLD II,EUWAX GOLD II
2022-11-01,STRAT1,UIATHNA GR Equity,1,1.0419794506169113,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-11-01,STRAT1,ALLVOSI LX Equity,2,0.6878759189640653,top2_diversified,-0.09593511363473561,0.354103531652846,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-11-01,STRAT2,PRATLSB LX Equity,1,1.0687592722372083,top1,,0.0,2022-02-01,1,better_score,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-11-01,STRAT2,UGEEIBA ID Equity,2,1.0002795321440698,top2_diversified,0.10551998945394109,0.06847974009313851,2022-02-01,1,deduplicate,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-11-01,STRAT3,INFU FP Equity,1,2.0314474800597377,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-11-01,STRAT3,EWG2 GR Equity,2,0.9498368544044494,top2_diversified,0.3457612223508866,0.8261507363818099,2022-02-01,0,hold_buffer,0.0,0.0,EUWAX GOLD II,EUWAX GOLD II
2022-12-01,STRAT1,UIATHNA GR Equity,1,1.0956498498960783,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2022-12-01,STRAT1,ALLVOSI LX Equity,2,0.614162168115804,top2_diversified,-0.029619076459357005,0.48148768178027423,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2022-12-01,STRAT2,PRATLSB LX Equity,1,1.2572916875255813,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2022-12-01,STRAT2,UGEEIBA ID Equity,2,1.089059687508267,top2_diversified,0.09357263390844656,0.1682320000173143,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2022-12-01,STRAT3,INFU FP Equity,1,1.645850767137201,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2022-12-01,STRAT3,INFL FP Equity,2,1.1366724009215057,top2_diversified,0.3692509845428173,0.5091783662156952,2022-02-01,1,better_score,0.25,0.0025,AM EURO INFL EXP 2-10Y-ETF A,AM EURO INFL EXP 2-10Y-ETF A
2023-01-02,STRAT1,UIATHNA GR Equity,1,1.0243415405056222,top1,,0.0,2022-02-01,0,same_ticker,1.23,0.0123,ATHENA UI,ATHENA UI
2023-01-02,STRAT1,ALLVOSI LX Equity,2,0.6829462970319207,top2_diversified,-0.044657441793929824,0.34139524347370154,2022-02-01,0,same_ticker,0.7,0.006999999999999999,ALLIANZ-VOLATILITY STR-I,ALLIANZ-VOLATILITY STR-I
2023-01-02,STRAT2,PRATLSB LX Equity,1,1.2887774912665715,top1,,0.0,2022-02-01,0,same_ticker,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2023-01-02,STRAT2,UGEEIBA ID Equity,2,0.9434024303469007,top2_diversified,0.09732327813301621,0.34537506091967074,2022-02-01,0,same_ticker,0.13,0.0013,UBS GLOBAL EQTY LNG SHT-EIBA,UBS GLOBAL EQTY LNG SHT-EIBA
2023-01-02,STRAT3,INFU FP Equity,1,1.3231692558564532,top1,,0.0,2022-02-01,0,same_ticker,0.25,0.0025,AM US INFLN EXP 10Y-ETF ACC,AM US INFLN EXP 10Y-ETF ACC
2023-01-02,STRAT3,INFL FP Equity,2,1.1666987146290135,top2_diversified,0.35926772191061723,0.15647054122743964,2022-02-01,0,same_ticker,0.25,0.0025,AM EURO INFL EXP 2-10Y-ETF A,AM EURO INFL EXP 2-10Y-ETF A
2023-02-01,STRAT1,LYEGTIE ID Equity,1,1.2144558984237288,top1,,0.0,2023-02-01,1,better_score,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2023-02-01,STRAT1,DWMAEIA ID Equity,2,0.8566784977575275,top2_diversified,0.6898662265624326,0.35777740066620134,2023-02-01,1,better_score,0.59,0.0059,MONTLAKE-DUNN WMA UCITS-EIA,MONTLAKE-DUNN WMA UCITS-EIA
2023-02-01,STRAT2,CARTMTE LX Equity,1,1.5967882437870258,top1,,0.0,2023-02-01,1,better_score,1.557,0.015569999999999999,DNB-TMT LNG SHRT EQUTS-A AEU,DNB-TMT LNG SHRT EQUTS-A AEU
2023-02-01,STRAT2,PRATLSB LX Equity,2,1.2369142452328326,top2_diversified,0.3804917875753869,0.3598739985541932,2023-02-01,1,better_score,1.47,0.0147,BANOR SIC-MISTR LONG SHRT-I,BANOR SIC-MISTR LONG SHRT-I
2023-02-01,STRAT3,VAIGCIA GR Equity,1,1.8179443754376505,top1,,0.0,2023-02-01,1,better_score,1.12,0.011200000000000002,VALUE INTELL GOLD COM AMI-IA,VALUE INTELL GOLD COM AMI-IA
2023-02-01,STRAT3,4GLD GR Equity,2,1.352490111140174,top2_diversified,-0.011167189819240374,0.4654542642974766,2023-02-01,1,better_score,0.36,0.0036,XETRA-GOLD,XETRA-GOLD
2023-03-01,STRAT1,LYEGTIE ID Equity,1,1.218847101433112,top1,,0.0,2023-02-01,0,same_ticker,1.171,0.01171,AM MT EPSILON GLOBAL TR-IE,AM MT EPSILON GLOBAL TR-IE
2023-03-01,STRAT1,DWMAEIA ID Equity,2,0.7951392369051662,top2_diversified,0.6945396001831555,0.42370786452794573,2023-02-01,0,same_ticker,0.59,0.0059,MONTLAKE-DUNN WMA UCITS-EIA,MONTLAKE-DUNN WMA UCITS-EIA
