date,"TER intégré (bps/an, info)",Turnover allocation cumulé,Coût switching cumulé (bps)
2021,37.867575965581906,0.0,0.0
2022,25.375563545710115,0.0,0.0
2023,27.907022162933913,0.37500000000000044,3.750000000000005
2024,30.47852049074763,0.015000000000000069,0.1500000000000007
2025,27.690121834551736,0.0,0.0
