Date,alpha_monthly,alpha_annualized,beta
2019-06-30,-0.003145189498098481,-0.037096184298069046,0.22004692066139342
2019-07-31,-0.0028733045332463257,-0.03393995156844776,0.22723534222539277
2019-08-31,-0.002148950554408096,-0.025484792135154977,0.22832601195455926
2019-09-30,-0.0021131930489369736,-0.025065654210058574,0.22559021242313304
2019-10-31,-0.002519727996706966,-0.02982119968329444,0.23463079408726406
2019-11-30,-0.002268116554713882,-0.0268804252836774,0.21663758486201715
2019-12-31,-0.002637975357445115,-0.031200430733584028,0.21979821768828478
2020-01-31,-0.0032524634464746118,-0.03833889340662311,0.23394590293905027
2020-02-29,-0.004312028196756609,-0.050534630386387946,0.21889030327435768
2020-03-31,-0.0037780459950676856,-0.04440625583249047,0.22794685837072506
2020-04-30,-0.00460483638153485,-0.05387979898118944,0.21155519241545034
2020-05-31,-0.0051365603966838005,-0.05992683766040119,0.19901057316480852
2020-06-30,-0.00580880255033989,-0.06752120825971497,0.2031973668490861
2020-07-31,-0.0062932207604047136,-0.0729588079935809,0.1821840163935167
2020-08-31,-0.006399528510988012,-0.07414821757628154,0.15671237414206807
2020-09-30,-0.006757740930249705,-0.07814573715967343,0.16811287779927525
2020-10-31,-0.00786636263201116,-0.09041751111966556,0.07999561953310184
2020-11-30,-0.008707564785083263,-0.09962898866324732,-0.02598649122930151
2020-12-31,-0.008208486893005098,-0.0941742716858136,0.005478495307830799
2021-01-31,-0.008185876749093619,-0.09392643631325392,0.02029001515921182
2021-02-28,-0.00636566009648177,-0.07376943742610298,0.010795794685558276
2021-03-31,-0.005929658112166202,-0.06888054355347328,0.2063916370543214
2021-04-30,-0.0058567458905602506,-0.06806067341626909,0.2155519821655796
2021-05-31,-0.00454824922162876,-0.053234165970335035,0.29187794718273635
2021-06-30,-0.004750353447586488,-0.05553822766968841,0.22756622138915794
2021-07-31,-0.004933756218825778,-0.05762463629202563,0.2259137877777794
2021-08-31,-0.005384682341783069,-0.06273646657750753,0.1921394815157197
2021-09-30,-0.004716178368975732,-0.055148980787105395,0.1392617067337261
2021-10-31,-0.0038892866449818054,-0.045685917767230744,0.018542535821274186
2021-11-30,-0.0039621319167965265,-0.0465230453735741,-0.0050400395368695675
2021-12-31,-0.0024997255184119526,-0.029587713912411773,0.002785544895012765
2022-01-31,0.002481749119140243,0.03019087023886291,-0.5875023640732909
2022-02-28,0.002954184489039084,0.03603191933506511,-0.6194561177994209
2022-03-31,0.0032821452995901103,0.040104563377667324,-0.3931920390371185
2022-04-30,0.006037103632078567,0.07489979150021742,-0.6326455886981182
2022-05-31,0.007823551012812563,0.09802956476002422,-0.6952762559130573
2022-06-30,0.007044553968444495,0.08788808946492965,-0.5742772047172354
2022-07-31,0.006500774566108742,0.0808597918042675,-0.676738325844731
2022-08-31,0.007337335070864891,0.09168958419633433,-0.6689128126287197
2022-09-30,0.007957905857493348,0.09978741779985811,-0.7045584735022676
2022-10-31,0.009693304936692213,0.12272584109067375,-0.6805265579197286
2022-11-30,0.009116711728569179,0.1150562638529673,-0.6869193073716079
2022-12-31,0.008981095632207396,0.11325935153839084,-0.6374786330867284
2023-01-31,0.009130691142302805,0.11524164206018139,-0.6426343793411949
2023-02-28,0.011264567212763789,0.143872154094701,-0.660632913182994
2023-03-31,0.01003215102635312,0.12725554409006734,-0.7018825649790702
2023-04-30,0.01167973021067082,0.14952013783194973,-0.7096569841384395
2023-05-31,0.012344287098084966,0.15861417223676488,-0.7076146557424066
2023-06-30,0.014291424879193597,0.1856405554512599,-0.7213925981427708
2023-07-31,0.013976518973161685,0.18123083674872054,-0.72482865412024
2023-08-31,0.014936697039214056,0.19472366647226114,-0.7329631811839854
2023-09-30,0.016838549829030543,0.2218672687458254,-0.7373306632771724
2023-10-31,0.01801269236519746,0.2389058758373528,-0.8489736304887787
2023-11-30,0.017168044715115106,0.22662693064854467,-0.8557519885512425
2023-12-31,0.0156541778301641,0.2048980779668672,-0.8924401515691299
2024-01-31,0.015989638854375085,0.20968236092687254,-0.8832766579539874
2024-02-29,0.01671205921086202,0.22004457175537295,-0.8854591117900182
2024-03-31,0.016773246807843145,0.22092595770359535,-1.0103318521118592
2024-04-30,0.016755613775793023,0.22067190019423388,-1.0179041668225395
2024-05-31,0.016570119456761085,0.21800222454356422,-1.0300551051901348
2024-06-30,0.016300275635268202,0.21412812731305242,-0.9708025332362622
2024-07-31,0.015563964713933164,0.20361443799989587,-0.9746776850172012
2024-08-31,0.014967112440667271,0.19515337591100712,-0.9559924691271928
2024-09-30,0.014571583506117751,0.18957637708277342,-0.9562150645841482
2024-10-31,0.014148744612131685,0.18364069601012756,-0.9401050945431322
2024-11-30,0.0153091112814691,0.19999490526479047,-0.8877187596194004
2024-12-31,0.0147074242004759,0.19148904957712198,-0.9578636279419985
2025-01-31,0.013148396728498244,0.169706055219637,-0.631002136282148
2025-02-28,0.013850174718954916,0.17946583145103912,-0.6458034515355431
2025-03-31,0.012710165785540095,0.163649090549445,-0.9899251265542427
2025-04-30,0.009780784346761408,0.12389366750286235,-0.6930976221200171
2025-05-31,0.009147096411511216,0.1154592250808697,-0.6052936527302233
2025-06-30,0.01047702225235213,0.13322802937163503,-0.9365745854532233
2025-07-31,0.010607922190147301,0.13499090227912913,-0.49555938548142087
2025-08-31,0.009943575383752247,0.1260698482994682,-0.5786805281344174
2025-09-30,0.009946010844579727,0.12610243469869875,-0.2607967134141514
2025-10-31,0.009742875124436095,0.12338745301335385,-0.7030843728428332
2025-11-30,0.010196877639303667,0.1294636596317722,-0.5237224946694418
2025-12-31,0.015574832737440043,0.2037690123692648,-3.3492029877127347
