Date,satellite_portfolio_return
2018-04-30,-0.0066989139379555335
2018-05-31,-0.03761665340191365
2018-06-30,-0.014161598061325623
2018-07-31,-0.003311906267754406
2018-08-31,0.012585923586058024
2018-09-30,0.00622568236837176
2018-10-31,-0.028108416406301243
2018-11-30,-0.023181488786749353
2018-12-31,-0.008570880044965732
2019-01-31,-0.0029609489249482
2019-02-28,-0.0010482318461928085
2019-03-31,0.00976366590256044
2019-04-30,0.0077016756251328655
2019-05-31,-0.02380489030202728
2019-06-30,-0.007211807663159077
2019-07-31,0.010673161226159295
2019-08-31,0.0006431161300927985
2019-09-30,0.0018562264314917823
2019-10-31,-0.01668138633702703
2019-11-30,-0.0051282553759459115
2019-12-31,-0.011774436744499666
2020-01-31,-0.015180634895622526
2020-02-29,-0.020010303539081665
2020-03-31,-0.004936156250408781
2020-04-30,-0.03748933729961655
2020-05-31,-0.020685609549996677
2020-06-30,-0.02994785918353405
2020-07-31,-0.0024181727029409083
2020-08-31,0.0035060203916943864
2020-09-30,-0.011232218654282077
2020-10-31,-0.016867251291997606
2020-11-30,-0.02080538501271921
2020-12-31,0.028127473386758996
2021-01-31,0.028922291663902967
2021-02-28,0.028740216666805915
2021-03-31,0.043299733749545086
2021-04-30,-0.0023315119983949154
2021-05-31,0.012249399443439796
2021-06-30,-0.025139873436366426
2021-07-31,-0.011779308626766443
2021-08-31,-0.006462333439360808
2021-09-30,0.023076874579835333
2021-10-31,-0.01022459323186567
2021-11-30,-0.029267479594170826
2021-12-31,0.04537443156477607
2022-01-31,0.09053672141181776
2022-02-28,0.021264449559077032
2022-03-31,0.04251606611780094
2022-04-30,0.08241742041147548
2022-05-31,0.04133048591946991
2022-06-30,-0.004618108141438468
2022-07-31,-0.039392861547079785
2022-08-31,0.03105608611706447
2022-09-30,0.033439382419977084
2022-10-31,0.04011221994321584
2022-11-30,-0.028383149899948334
2022-12-31,0.0033933630617799925
2023-01-31,-0.01159279306200614
2023-02-28,0.04897687500440282
2023-03-31,-0.06288785979000973
2023-04-30,0.023183401141672486
2023-05-31,0.005584305276110615
2023-06-30,0.03774701152135464
2023-07-31,-0.016215967583604676
2023-08-31,0.037888086012930935
2023-09-30,0.05953457047461143
2023-10-31,-0.0038177607407938585
2023-11-30,-0.01942510586402856
2023-12-31,-0.024737408961947004
2024-01-31,0.03575970832503053
2024-02-29,0.05555028318494593
2024-03-31,0.05198160728232029
2024-04-30,0.019448201708353915
2024-05-31,-0.002738992907418307
2024-06-30,-0.015095669379569257
2024-07-31,-0.03619356911768631
2024-08-31,-0.011590702552209661
2024-09-30,-0.0004783209382449669
2024-10-31,-0.01181001195453953
2024-11-30,0.01839403961873267
2024-12-31,0.03191327774999222
2025-01-31,0.01605994584446448
2025-02-28,0.04269323493525052
2025-03-31,0.016615520200139733
2025-04-30,-0.03023616874406978
2025-05-31,0.013386269942303592
2025-06-30,0.0034872276319854933
2025-07-31,0.012644426622634104
2025-08-31,0.007370409891352495
2025-09-30,0.037687381456523936
2025-10-31,0.015426730208106105
2025-11-30,-0.001665620606672486
2025-12-31,0.012812247243861506
2026-01-31,0.03824974363917776
2026-02-28,0.032875925851480886
2026-03-31,-0.0019430428812589411
