date,Global,Core,Satellite
2021,0.20701550315525918,0.24888956443046495,0.08503726470390682
2022,-0.10557242147242396,-0.142912511342291,0.008489521132746258
2023,0.13951845919500339,0.1734143717155221,0.02024857612709252
2024,0.17339450314457228,0.20814101488731418,0.0420824071855328
2025,0.08183699619456308,0.06287070316239496,0.151511134435925
