Date,w_core_effectif,w_sat_effectif,scale
2013-12-31,1.0504159340259944,0.4501782574397119,1.5005941914657064
2014-01-31,1.0523439462336768,0.45100454838586146,1.5033484946195383
2014-02-28,1.1563188378985494,0.49556521624223543,1.6518840541407849
2014-03-31,1.1791322929622856,0.5053424112695509,1.6844747042318367
2014-04-30,1.1783280651043864,0.5049977421875942,1.6833258072919808
2014-05-31,1.207203980269515,0.5173731344012207,1.7245771146707358
2014-06-30,1.195306171009495,0.5122740732897836,1.7075802442992787
2014-07-31,1.3548220423240165,0.5806380181388642,1.9354600604628807
2014-08-31,1.4,0.6,2.0
2014-09-30,1.4,0.6,2.0
2014-10-31,1.4,0.6,2.0
2014-11-30,1.4,0.6,2.0
2014-12-31,1.4,0.6,2.0
2015-01-31,1.4,0.6,2.0
2015-02-28,1.4,0.6,2.0
2015-03-31,1.4,0.6,2.0
2015-04-30,1.4,0.6,2.0
2015-05-31,1.4,0.6,2.0
2015-06-30,1.4,0.6,2.0
2015-07-31,1.1847674597307793,0.5077574827417626,1.6925249424725421
2015-08-31,1.1770339905308898,0.5044431387989528,1.6814771293298427
2015-09-30,1.1149697401291054,0.4778441743410452,1.5928139144701507
2015-10-31,1.11888479011828,0.47952205290783423,1.5984068430261142
2015-11-30,1.0685058082606438,0.4579310606831331,1.526436868943777
2015-12-31,1.2341710763209701,0.5289304612804158,1.7631015376013859
2016-01-31,1.2371638593529153,0.5302130825798209,1.7673769419327363
2016-02-29,1.2289456483346208,0.526690992143409,1.75563664047803
2016-03-31,1.2133536295179994,0.520008698364857,1.7333623278828565
2016-04-30,1.2927965196685078,0.5540556512865034,1.8468521709550112
2016-05-31,1.3273736114670902,0.5688744049144673,1.8962480163815576
2016-06-30,1.3337033890433878,0.5715871667328806,1.9052905557762685
2016-07-31,1.2690722996825767,0.54388812843539,1.8129604281179668
2016-08-31,1.2667798529476404,0.5429056512632745,1.809685504210915
2016-09-30,1.4,0.6,2.0
2016-10-31,1.4,0.6,2.0
2016-11-30,1.4,0.6,2.0
2016-12-31,1.4,0.6,2.0
2017-01-31,1.3941211520300227,0.5974804937271526,1.9916016457571755
2017-02-28,1.4,0.6,2.0
2017-03-31,1.3584155181699389,0.5821780792156881,1.940593597385627
2017-04-30,1.3033681333738123,0.5585863428744909,1.8619544762483033
2017-05-31,1.245499805704534,0.5337856310162288,1.7792854367207627
2017-06-30,1.258320504730165,0.5392802163129279,1.797600721043093
2017-07-31,1.4,0.6,2.0
2017-08-31,1.4,0.6,2.0
2017-09-30,1.4,0.6,2.0
2017-10-31,1.4,0.6,2.0
2017-11-30,1.4,0.6,2.0
2017-12-31,1.4,0.6,2.0
2018-01-31,1.4,0.6,2.0
2018-02-28,1.4,0.6,2.0
2018-03-31,1.4,0.6,2.0
2018-04-30,1.4,0.6,2.0
2018-05-31,1.4,0.6,2.0
2018-06-30,1.4,0.6,2.0
2018-07-31,1.4,0.6,2.0
2018-08-31,1.4,0.6,2.0
2018-09-30,1.4,0.6,2.0
2018-10-31,1.4,0.6,2.0
2018-11-30,1.4,0.6,2.0
2018-12-31,1.4,0.6,2.0
2019-01-31,1.2623687253259905,0.5410151679968531,1.8033838933228437
2019-02-28,1.1857632246624423,0.5081842391410467,1.6939474638034893
2019-03-31,1.1857813030720126,0.5081919870308625,1.6939732901028752
2019-04-30,1.1933461563251038,0.5114340669964731,1.704780223321577
2019-05-31,1.185507174017183,0.5080745031502213,1.6935816771674044
2019-06-30,1.1420079961399536,0.4894319983456944,1.6314399944856481
2019-07-31,1.0888609825389644,0.4666547068024133,1.5555156893413777
2019-08-31,1.026637851435682,0.43998765061529227,1.4666255020509742
2019-09-30,1.0218370962073895,0.43793018408888124,1.459767280296271
2019-10-31,1.0187562893921727,0.43660983831093114,1.4553661277031038
2019-11-30,1.121056239444974,0.480452674047846,1.60150891349282
2019-12-31,1.1224369985776055,0.48104442796183094,1.6034814265394366
2020-01-31,1.4,0.6,2.0
2020-02-29,1.4,0.6,2.0
2020-03-31,1.1260323895280653,0.4825853097977423,1.6086176993258077
2020-04-30,0.9934053084293626,0.42574513218401255,1.4191504406133753
2020-05-31,0.973604500744158,0.4172590717474963,1.3908635724916545
2020-06-30,0.9454625127395869,0.40519821974553727,1.3506607324851243
2020-07-31,0.987368524774481,0.4231579391890633,1.4105264639635444
2020-08-31,1.0919948518277436,0.4679977936404615,1.5599926454682052
2020-09-30,1.0163325473310307,0.43557109171329894,1.4519036390443298
2020-10-31,1.0252705407515177,0.439401660322079,1.4646722010735966
2020-11-30,1.010592024014019,0.43311086743457955,1.4437028914485985
2020-12-31,0.9195143426192102,0.3940775754082329,1.3135919180274431
2021-01-31,0.8945753665856813,0.38338944282243487,1.2779648094081162
2021-02-28,0.8964053295308004,0.3841737126560574,1.280579042186858
2021-03-31,1.0214985544380686,0.43778509475917227,1.459283649197241
2021-04-30,1.2817544164985322,0.5493233213565137,1.831077737855046
2021-05-31,1.2944748657960132,0.5547749424840057,1.849249808280019
2021-06-30,1.2917836833685061,0.5536215785865026,1.8454052619550088
2021-07-31,1.3070654884514845,0.5601709236220648,1.8672364120735494
2021-08-31,1.347600441146297,0.5775430462055559,1.925143487351853
2021-09-30,1.3930181599732596,0.5970077828456827,1.9900259428189424
2021-10-31,1.3969102067828676,0.5986758029069433,1.995586009689811
2021-11-30,1.4,0.6,2.0
2021-12-31,1.4,0.6,2.0
2022-01-31,1.4,0.6,2.0
2022-02-28,1.4,0.6,2.0
2022-03-31,1.4,0.6,2.0
2022-04-30,1.4,0.6,2.0
2022-05-31,1.4,0.6,2.0
2022-06-30,1.4,0.6,2.0
2022-07-31,1.4,0.6,2.0
2022-08-31,1.4,0.6,2.0
2022-09-30,1.3989466199718665,0.5995485514165142,1.9984951713883807
2022-10-31,1.359654331943772,0.5827089994044737,1.9423633313482458
2022-11-30,1.310929753412228,0.5618270371766692,1.8727567905888973
2022-12-31,1.2969688409622029,0.5558437889838013,1.8528126299460042
2023-01-31,1.2546151212525325,0.537692194822514,1.7923073160750467
2023-02-28,1.237682158042379,0.530435210589591,1.76811736863197
2023-03-31,1.228929744691662,0.5266841762964266,1.7556139209880888
2023-04-30,1.346007432995176,0.576860328426504,1.92286776142168
2023-05-31,1.3572615638263335,0.5816835273541429,1.9389450911804764
2023-06-30,1.3573496703032444,0.581721287272819,1.9390709575760634
2023-07-31,1.4,0.6,2.0
2023-08-31,1.4,0.6,2.0
2023-09-30,1.4,0.6,2.0
2023-10-31,1.4,0.6,2.0
2023-11-30,1.4,0.6,2.0
2023-12-31,1.4,0.6,2.0
2024-01-31,1.4,0.6,2.0
2024-02-29,1.4,0.6,2.0
2024-03-31,1.4,0.6,2.0
2024-04-30,1.4,0.6,2.0
2024-05-31,1.4,0.6,2.0
2024-06-30,1.4,0.6,2.0
2024-07-31,1.4,0.6,2.0
2024-08-31,1.3862082316550282,0.5940892421378692,1.9802974737928973
2024-09-30,1.3222068144564487,0.5666600633384781,1.888866877794927
2024-10-31,1.319263639505559,0.5653987026452396,1.8846623421507989
2024-11-30,1.4,0.6,2.0
2024-12-31,1.3519513622985206,0.579407726699366,1.9313590889978869
2025-01-31,1.3494428822584743,0.5783326638250604,1.9277755460835349
2025-02-28,1.313262278845836,0.5628266909339297,1.8760889697797656
2025-03-31,1.4,0.6,2.0
2025-04-30,1.374968328419808,0.5892721407513463,1.9642404691711544
2025-05-31,1.2592898898507359,0.5396956670788868,1.798985556929623
2025-06-30,1.1487915161264675,0.49233922119705753,1.641130737323525
2025-07-31,1.154088463174969,0.494609341360701,1.6486978045356702
2025-08-31,1.1208234498023644,0.48035290705815614,1.6011763568605206
2025-09-30,1.1406550289875277,0.488852155280369,1.6295071842678968
2025-10-31,1.1094047443189232,0.4754591761366814,1.5848639204556048
2025-11-30,1.0775850400959135,0.46182216004110577,1.5394072001370194
2025-12-31,1.1102776017427387,0.4758332578897452,1.586110859632484
