,AEABSIA ID Equity
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-26,
2019-11-27,
2019-11-28,
2019-11-29,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-24,
2019-12-31,
2020-01-03,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-31,
2020-04-01,
2020-04-02,-0.01389129327684145
2020-04-03,-0.01361072329450679
2020-04-07,-0.01484907257048213
2020-04-08,-0.014852904799188207
2020-04-09,-0.013439022420509487
2020-04-15,-0.014666045002559842
2020-04-16,-0.014709362489539381
2020-04-17,-0.014339128107769732
2020-04-21,-0.015461004414271425
2020-04-22,-0.016166123278938176
2020-04-23,-0.015441189600069304
2020-04-24,-0.015299392379154567
2020-04-28,-0.015325691514048065
2020-04-29,-0.014201294387824246
2020-04-30,-0.014276649910865136
2020-05-05,-0.013479299495697069
2020-05-06,-0.013801356353462933
2020-05-07,-0.013862942593796024
2020-05-08,-0.013849282115691726
2020-05-12,-0.013904767074378438
2020-05-13,-0.015408540446807754
2020-05-14,-0.015329992967162193
2020-05-15,-0.015234914609160368
2020-05-19,-0.015307418488994326
2020-05-20,-0.015252904459447316
2020-05-21,-0.01536592951298119
2020-05-22,-0.01546855692634744
2020-05-26,-0.015479555582980599
2020-05-27,-0.015480539932463308
2020-05-28,-0.014897845210800828
2020-05-29,-0.015208541066195904
2020-06-02,-0.014731139146070311
2020-06-03,-0.014563776024578668
2020-06-04,-0.014461339723736663
2020-06-05,-0.013153007990873752
2020-06-09,-0.013645469592166136
2020-06-10,-0.01394726546164287
2020-06-11,-0.014712025609514177
2020-06-12,-0.01469622124387464
2020-06-16,-0.01509337856466945
2020-06-17,-0.015058572530259334
2020-06-18,-0.015111181444880505
2020-06-19,-0.01515012984259774
2020-06-23,-0.015018641279374342
2020-06-24,-0.014609541266760832
2020-06-25,-0.014650137143322677
2020-06-26,-0.014526541454000239
2020-06-30,-0.014307140313428083
2020-07-01,-0.014329990467973437
2020-07-02,-0.014447236586297459
2020-07-03,-0.014597278162263073
2020-07-07,-0.01460627265851396
2020-07-08,-0.014627485446320114
2020-07-09,-0.014675363610938694
2020-07-10,-0.01460126009340562
2020-07-14,-0.014499854420413445
2020-07-15,-0.014534364577159951
2020-07-16,-0.014676014385102529
2020-07-17,-0.014631316181529847
2020-07-21,-0.014556601944758654
2020-07-22,-0.014674390005911782
2020-07-23,-0.014747744097272274
2020-07-24,-0.01470550302944141
2020-07-28,-0.014637539669245372
2020-07-29,-0.01462764332357415
2020-07-30,-0.014724292140376152
2020-07-31,-0.014845105397146655
2020-08-04,-0.01481709738972318
2020-08-05,-0.014735612644721938
2020-08-06,-0.015180587576595676
2020-08-07,-0.015173687519742943
2020-08-11,-0.015021807464398393
2020-08-12,-0.015070380708130283
2020-08-13,-0.015092867961897903
2020-08-14,-0.015059605555793144
2020-08-18,-0.015061155184941102
2020-08-19,-0.014999218607704689
2020-08-20,-0.014815165378443096
2020-08-21,-0.014773896119868372
2020-08-25,-0.014826997241969857
2020-08-26,-0.014591600317365746
2020-08-27,-0.014462652178144996
2020-08-28,-0.014811121894812908
2020-09-01,-0.014882558725990772
2020-09-02,-0.014496330991308945
2020-09-03,-0.014540479391348372
2020-09-04,-0.014908137638874832
2020-09-08,-0.015026917110516782
2020-09-09,-0.015014302016571963
2020-09-10,-0.015076348987308716
2020-09-11,-0.015101236240121238
2020-09-15,-0.015299172161670677
2020-09-16,-0.015270665126214332
2020-09-17,-0.01543266347564103
2020-09-18,-0.015610388319800274
2020-09-22,-0.015376404361305858
2020-09-23,-0.015459204424103017
2020-09-24,-0.01550553818707823
2020-09-25,-0.015409121261618735
2020-09-29,-0.015517606669851023
2020-09-30,-0.015818674280921704
2020-10-01,-0.015812040209580668
2020-10-02,-0.01586240086468658
