date,portfolio_return_gross,portfolio_return_net_est,portfolio_nav_gross,portfolio_nav_net_est,switching_drag_nav,portfolio_ter_bps_annualized,switching_drag_daily,allocation_turnover_daily
2021-04-30,0.0002502259346998841,0.0002502259346998841,1.0808175027755842,1.0808175027755842,0.0,41.24016450724858,0.0,0.0
2021-05-03,0.0019474488961194747,0.0019474488961194747,1.0829223396282712,1.0829223396282712,0.0,38.27141450724858,0.0,0.0
2021-05-04,-0.007134880441865721,-0.007134880441865721,1.075195818207198,1.075195818207198,0.0,38.27141450724858,0.0,0.0
2021-05-05,0.008948898835253526,0.008948898835253526,1.0848176368124218,1.0848176368124218,0.0,38.27141450724858,0.0,0.0
2021-05-06,-0.003450291209897305,-0.003450291209897305,1.0810747000557863,1.0810747000557863,0.0,38.27141450724858,0.0,0.0
2021-05-07,0.00597724703924739,0.00597724703924739,1.0875365506059,1.0875365506059,0.0,38.27141450724858,0.0,0.0
2021-05-10,-0.0008356309813946916,-0.0008356309813946916,1.0866277713708146,1.0866277713708146,0.0,38.27141450724858,0.0,0.0
2021-05-11,-0.012333362230384778,-0.012333362230384778,1.0732259974569027,1.0732259974569027,0.0,38.27141450724858,0.0,0.0
2021-05-12,-0.004822534175431423,-0.004822534175431423,1.0680503284062053,1.0680503284062053,0.0,38.27141450724858,0.0,0.0
2021-05-13,0.0011006336342218037,0.0011006336342218037,1.0692258605206908,1.0692258605206908,0.0,38.27141450724858,0.0,0.0
2021-05-14,0.005328310977940731,0.005328310977940731,1.0749230284112012,1.0749230284112012,0.0,38.27141450724858,0.0,0.0
2021-05-17,-0.0026574137130644937,-0.0026574137130644937,1.0720665132150125,1.0720665132150125,0.0,38.27141450724858,0.0,0.0
2021-05-18,0.0009860263406309827,0.0009860263406309827,1.073123599035951,1.073123599035951,0.0,38.27141450724858,0.0,0.0
2021-05-19,-0.011079241107252166,-0.011079241107252166,1.0612342039443494,1.0612342039443494,0.0,38.27141450724858,0.0,0.0
2021-05-20,0.010276247581949385,0.010276247581949385,1.0721397093665144,1.0721397093665144,0.0,38.27141450724858,0.0,0.0
2021-05-21,0.003673785852499898,0.003673785852499898,1.0760785210626886,1.0760785210626886,0.0,38.27141450724858,0.0,0.0
2021-05-24,-3.320618601088121e-06,-3.320618601088121e-06,1.0760749478163354,1.0760749478163354,0.0,38.27141450724858,0.0,0.0
2021-05-25,0.0011224564428674588,0.0011224564428674588,1.0772827950745203,1.0772827950745203,0.0,38.27141450724858,0.0,0.0
2021-05-26,0.0035371264487194408,0.0035371264487194408,1.0810932805417288,1.0810932805417288,0.0,38.27141450724858,0.0,0.0
2021-05-27,0.00408612797297298,0.00408612797297298,1.0855107660367433,1.0855107660367433,0.0,38.27141450724858,0.0,0.0
2021-05-28,0.003296217189375923,0.003296217189375923,1.0890888452830063,1.0890888452830063,0.0,38.27141450724858,0.0,0.0
2021-05-31,-0.004176752464238681,-0.004176752464238681,1.0845399907646958,1.0845399907646958,0.0,38.27141450724858,0.0,0.0
2021-06-01,0.003071227023498435,0.003071227023498435,1.0878708592923971,1.0878708592923971,0.0,38.27141450724858,0.0,0.0
2021-06-02,0.0014245311064112365,0.0014245311064112365,1.0894205651712174,1.0894205651712174,0.0,38.27141450724858,0.0,0.0
2021-06-03,-0.001454062196891575,-0.001454062196891575,1.0878364799108857,1.0878364799108857,0.0,38.27141450724858,0.0,0.0
2021-06-04,0.002567280278942959,0.002567280278942959,1.0906292610524757,1.0906292610524757,0.0,38.27141450724858,0.0,0.0
2021-06-07,-0.0009074225988162377,-0.0009074225988162377,1.0896395994140664,1.0896395994140664,0.0,38.27141450724858,0.0,0.0
2021-06-08,0.0007719432883048216,0.0007719432883048216,1.0904807393895053,1.0904807393895053,0.0,38.27141450724858,0.0,0.0
2021-06-09,-0.00014907988994131193,-0.00014907988994131193,1.090318170640894,1.090318170640894,0.0,38.27141450724858,0.0,0.0
2021-06-10,0.0010106088083255645,0.0010106088083255645,1.091420055788021,1.091420055788021,0.0,38.27141450724858,0.0,0.0
2021-06-11,0.005427801119272375,0.005427801119272375,1.0973440667884233,1.0973440667884233,0.0,38.27141450724858,0.0,0.0
2021-06-14,-0.0008190445480071862,-0.0008190445480071862,1.0964452931132322,1.0964452931132322,0.0,38.27141450724858,0.0,0.0
2021-06-15,-0.0012222821916050004,-0.0012222821916050004,1.0951051275573909,1.0951051275573909,0.0,38.27141450724858,0.0,0.0
2021-06-16,0.0015340228321756584,0.0015340228321756584,1.0967850438266966,1.0967850438266966,0.0,38.27141450724858,0.0,0.0
2021-06-17,0.0039550386525819764,0.0039550386525819764,1.101122871068605,1.101122871068605,0.0,38.27141450724858,0.0,0.0
2021-06-18,-0.007282401025034765,-0.007282401025034765,1.0931040527436457,1.0931040527436457,0.0,38.27141450724858,0.0,0.0
2021-06-21,0.0026235679336778506,0.0026235679336778506,1.0959718854845972,1.0959718854845972,0.0,38.27141450724858,0.0,0.0
2021-06-22,0.004327640651178563,0.004327640651178563,1.1007148579687691,1.1007148579687691,0.0,38.27141450724858,0.0,0.0
2021-06-23,-0.002088136386196593,-0.002088136386196593,1.0984164152230171,1.0984164152230171,0.0,38.27141450724858,0.0,0.0
2021-06-24,0.004408876205786061,0.004408876205786061,1.1032591972201389,1.1032591972201389,0.0,38.27141450724858,0.0,0.0
2021-06-25,0.0008986878837106132,0.0008986878837106132,1.1042506828932728,1.1042506828932728,0.0,38.27141450724858,0.0,0.0
2021-06-28,-6.901430678107889e-06,-6.901430678107889e-06,1.1042430619837336,1.1042430619837336,0.0,38.27141450724858,0.0,0.0
2021-06-29,0.002674196543647333,0.002674196543647333,1.1071960249634372,1.1071960249634372,0.0,38.27141450724858,0.0,0.0
2021-06-30,0.0015467642016308279,0.0015467642016308279,1.1089085961390386,1.1089085961390386,0.0,38.27141450724858,0.0,0.0
2021-07-01,0.0006553245228258556,0.0006553245228258556,1.1096352911356608,1.1096352911356608,0.0,38.27141450724858,0.0,0.0
2021-07-02,0.004229439499161679,0.004229439499161679,1.1143284264656539,1.1143284264656539,0.0,38.27141450724858,0.0,0.0
2021-07-05,0.0013510629649572392,0.0013510629649572392,1.1158339543334508,1.1158339543334508,0.0,38.27141450724858,0.0,0.0
2021-07-06,-0.0009598201043902188,-0.0009598201043902188,1.1147629544709203,1.1147629544709203,0.0,38.27141450724858,0.0,0.0
2021-07-07,0.005000888829935648,0.005000888829935648,1.1203377600779598,1.1203377600779598,0.0,38.27141450724858,0.0,0.0
2021-07-08,-0.010591200108435977,-0.010591200108435977,1.1084720386719373,1.1084720386719373,0.0,38.27141450724858,0.0,0.0
2021-07-09,0.007993721255087329,0.007993721255087329,1.1173328551681392,1.1173328551681392,0.0,38.27141450724858,0.0,0.0
2021-07-12,0.002488987189590952,0.002488987189590952,1.1201138823311618,1.1201138823311618,0.0,38.27141450724858,0.0,0.0
2021-07-13,0.0032438183748607586,0.0032438183748607586,1.1237473283246042,1.1237473283246042,0.0,38.27141450724858,0.0,0.0
2021-07-14,-0.0023831648356467394,-0.0023831648356467394,1.121069253207589,1.121069253207589,0.0,38.27141450724858,0.0,0.0
2021-07-15,-0.0019632593787630714,-0.0019632593787630714,1.1188683034819862,1.1188683034819862,0.0,38.27141450724858,0.0,0.0
2021-07-16,-0.0029033118547698244,-0.0029033118547698244,1.1156198798725607,1.1156198798725607,0.0,38.27141450724858,0.0,0.0
2021-07-19,-0.011487919018890652,-0.011487919018890652,1.1028037290367203,1.1028037290367203,0.0,38.27141450724858,0.0,0.0
