Date,AQMIX,QSPIX
2018-09-30,0.4424282747965728,0.5575717252034271
2018-10-31,0.4342615229486857,0.5657384770513144
2018-11-30,0.41493317164966054,0.5850668283503395
2018-12-31,0.40287492980326123,0.5971250701967388
2019-01-31,0.43030057181533493,0.5696994281846651
2019-02-28,0.4841264081609798,0.5158735918390203
2019-03-31,0.4282896129056899,0.5717103870943101
2019-04-30,0.4172248307373661,0.5827751692626338
2019-05-31,0.39412483803946324,0.6058751619605367
2019-06-30,0.3728743495113618,0.6271256504886383
2019-07-31,0.3540671844319696,0.6459328155680304
2019-08-31,0.36110381818796694,0.6388961818120331
2019-09-30,0.3694701187688918,0.6305298812311082
2019-10-31,0.34197674013169865,0.6580232598683015
2019-11-30,0.35664755379309293,0.6433524462069071
2019-12-31,0.36974195732762055,0.6302580426723795
2020-01-31,0.35914219970198463,0.6408578002980153
2020-02-29,0.37109119075115937,0.6289088092488406
2020-03-31,0.37677817671421454,0.6232218232857855
2020-04-30,0.4271209341556172,0.5728790658443829
2020-05-31,0.43199941949957077,0.5680005805004293
2020-06-30,0.43240658996316234,0.5675934100368377
2020-07-31,0.4409129454793866,0.5590870545206135
2020-08-31,0.4932605236912882,0.5067394763087117
2020-09-30,0.4760680815154721,0.5239319184845279
2020-10-31,0.5041795230021635,0.49582047699783643
2020-11-30,0.47651073480294737,0.5234892651970526
2020-12-31,0.5002982591780591,0.49970174082194085
2021-01-31,0.576566198919689,0.4234338010803111
2021-02-28,0.5790361248803104,0.4209638751196896
2021-03-31,0.691986190575166,0.30801380942483403
2021-04-30,0.6736742257682619,0.3263257742317381
2021-05-31,0.6624491473221132,0.33755085267788676
2021-06-30,0.6431603799513863,0.35683962004861364
2021-07-31,0.6236295676535301,0.3763704323464699
2021-08-31,0.6269454621725192,0.3730545378274808
2021-09-30,0.6159958851333792,0.38400411486662084
2021-10-31,0.6376841300807454,0.3623158699192546
2021-11-30,0.6105292094043429,0.3894707905956572
2021-12-31,0.6609349093326898,0.3390650906673101
2022-01-31,0.6552816323341889,0.34471836766581115
2022-02-28,0.6569934747336387,0.3430065252663614
2022-03-31,0.6012950573628316,0.3987049426371684
2022-04-30,0.5973961513047282,0.4026038486952717
2022-05-31,0.6093235600785484,0.3906764399214515
2022-06-30,0.6382254416349685,0.36177455836503153
2022-07-31,0.6426157566035692,0.3573842433964309
2022-08-31,0.6456825818378011,0.3543174181621989
2022-09-30,0.6423392563415141,0.3576607436584859
2022-10-31,0.6274982661522321,0.3725017338477679
2022-11-30,0.6264984742295676,0.3735015257704324
2022-12-31,0.6223016732714368,0.37769832672856324
2023-01-31,0.5814632636380276,0.4185367363619725
2023-02-28,0.5837004235927277,0.41629957640727233
2023-03-31,0.5928890474068464,0.4071109525931536
2023-04-30,0.5957667513712139,0.4042332486287861
2023-05-31,0.5639950642807758,0.4360049357192241
2023-06-30,0.5758359124901273,0.4241640875098727
2023-07-31,0.5721928142368535,0.4278071857631464
2023-08-31,0.5856653308507981,0.4143346691492018
2023-09-30,0.6072358202904499,0.39276417970955
2023-10-31,0.5808999986707499,0.4191000013292502
2023-11-30,0.5946757627765349,0.4053242372234651
2023-12-31,0.5967867633259603,0.40321323667403974
2024-01-31,0.630576968716908,0.369423031283092
2024-02-29,0.5927535454064875,0.4072464545935125
2024-03-31,0.6056065864445798,0.39439341355542024
2024-04-30,0.6059713859822948,0.3940286140177052
2024-05-31,0.5786935993506228,0.4213064006493772
2024-06-30,0.5610128625981524,0.4389871374018476
2024-07-31,0.540075974031806,0.459924025968194
2024-08-31,0.5418325379583917,0.4581674620416084
2024-09-30,0.5301413349168973,0.4698586650831026
2024-10-31,0.5125962291423447,0.4874037708576553
2024-11-30,0.520198088394945,0.4798019116050549
2024-12-31,0.4995660819144396,0.5004339180855605
2025-01-31,0.41707222345422224,0.5829277765457777
2025-02-28,0.4869248827084224,0.5130751172915776
2025-03-31,0.45028072683743275,0.5497192731625673
2025-04-30,0.5076257792717273,0.4923742207282727
2025-05-31,0.51840426821024,0.48159573178975995
2025-06-30,0.5188222352344348,0.4811777647655651
2025-07-31,0.5807850701052018,0.4192149298947983
2025-08-31,0.5924026307321785,0.40759736926782153
2025-09-30,0.5122365760083069,0.48776342399169315
2025-10-31,0.5643267593677274,0.4356732406322726
2025-11-30,0.5645093402154288,0.4354906597845712
2025-12-31,0.576151066094374,0.42384893390562595
2026-01-31,0.5452485207968675,0.4547514792031326
2026-02-28,0.5128113216000347,0.48718867839996527
2026-03-31,0.49995451356767034,0.5000454864323296
