,date,quarter_date,regime,bloc,Strat,ticker,weight_ticker
4407,2024-01-24,2024-01-01,risk_on,bloc3,STRAT3,DISFCPE LX Equity,0.275
4408,2024-01-24,2024-01-01,risk_on,bloc3,STRAT3,GBSE GR Equity,0.275
4409,2024-01-25,2024-01-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.1
4410,2024-01-25,2024-01-01,risk_on,bloc2,STRAT2,HFHSELA LX Equity,0.175
4411,2024-01-25,2024-01-01,risk_on,bloc2,STRAT2,TRESGFE ID Equity,0.175
4412,2024-01-25,2024-01-01,risk_on,bloc3,STRAT3,DISFCPE LX Equity,0.275
4413,2024-01-25,2024-01-01,risk_on,bloc3,STRAT3,GBSE GR Equity,0.275
4414,2024-01-26,2024-01-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.1
4415,2024-01-26,2024-01-01,risk_on,bloc2,STRAT2,HFHSELA LX Equity,0.175
4416,2024-01-26,2024-01-01,risk_on,bloc2,STRAT2,TRESGFE ID Equity,0.175
4417,2024-01-26,2024-01-01,risk_on,bloc3,STRAT3,DISFCPE LX Equity,0.275
4418,2024-01-26,2024-01-01,risk_on,bloc3,STRAT3,GBSE GR Equity,0.275
4419,2024-01-29,2024-01-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.1
4420,2024-01-29,2024-01-01,risk_on,bloc2,STRAT2,HFHSELA LX Equity,0.175
4421,2024-01-29,2024-01-01,risk_on,bloc2,STRAT2,TRESGFE ID Equity,0.175
4422,2024-01-29,2024-01-01,risk_on,bloc3,STRAT3,DISFCPE LX Equity,0.275
4423,2024-01-29,2024-01-01,risk_on,bloc3,STRAT3,GBSE GR Equity,0.275
4424,2024-01-30,2024-01-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.1
4425,2024-01-30,2024-01-01,risk_on,bloc2,STRAT2,HFHSELA LX Equity,0.175
4426,2024-01-30,2024-01-01,risk_on,bloc2,STRAT2,TRESGFE ID Equity,0.175
4427,2024-01-30,2024-01-01,risk_on,bloc3,STRAT3,DISFCPE LX Equity,0.275
4428,2024-01-30,2024-01-01,risk_on,bloc3,STRAT3,GBSE GR Equity,0.275
4429,2024-01-31,2024-01-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.1
4430,2024-01-31,2024-01-01,risk_on,bloc2,STRAT2,HFHSELA LX Equity,0.175
4431,2024-01-31,2024-01-01,risk_on,bloc2,STRAT2,TRESGFE ID Equity,0.175
4432,2024-01-31,2024-01-01,risk_on,bloc3,STRAT3,DISFCPE LX Equity,0.275
4433,2024-01-31,2024-01-01,risk_on,bloc3,STRAT3,GBSE GR Equity,0.275
4434,2024-02-01,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4435,2024-02-01,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4436,2024-02-01,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4437,2024-02-01,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4438,2024-02-01,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4439,2024-02-02,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4440,2024-02-02,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4441,2024-02-02,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4442,2024-02-02,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4443,2024-02-02,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4444,2024-02-05,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4445,2024-02-05,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4446,2024-02-05,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4447,2024-02-05,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4448,2024-02-05,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4449,2024-02-06,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4450,2024-02-06,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4451,2024-02-06,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4452,2024-02-06,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4453,2024-02-06,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4454,2024-02-07,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4455,2024-02-07,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4456,2024-02-07,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4457,2024-02-07,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4458,2024-02-07,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4459,2024-02-08,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4460,2024-02-08,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4461,2024-02-08,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4462,2024-02-08,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4463,2024-02-08,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4464,2024-02-09,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4465,2024-02-09,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4466,2024-02-09,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4467,2024-02-09,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4468,2024-02-09,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4469,2024-02-12,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4470,2024-02-12,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4471,2024-02-12,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4472,2024-02-12,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4473,2024-02-12,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4474,2024-02-13,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4475,2024-02-13,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4476,2024-02-13,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4477,2024-02-13,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4478,2024-02-13,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4479,2024-02-14,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4480,2024-02-14,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4481,2024-02-14,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4482,2024-02-14,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4483,2024-02-14,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4484,2024-02-15,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4485,2024-02-15,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4486,2024-02-15,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4487,2024-02-15,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4488,2024-02-15,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4489,2024-02-16,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4490,2024-02-16,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4491,2024-02-16,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4492,2024-02-16,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4493,2024-02-16,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4494,2024-02-19,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4495,2024-02-19,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4496,2024-02-19,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4497,2024-02-19,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4498,2024-02-19,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4499,2024-02-20,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4500,2024-02-20,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4501,2024-02-20,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4502,2024-02-20,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4503,2024-02-20,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4504,2024-02-21,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4505,2024-02-21,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4506,2024-02-21,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4507,2024-02-21,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4508,2024-02-21,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4509,2024-02-22,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4510,2024-02-22,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4511,2024-02-22,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4512,2024-02-22,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4513,2024-02-22,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4514,2024-02-23,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4515,2024-02-23,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4516,2024-02-23,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4517,2024-02-23,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4518,2024-02-23,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4519,2024-02-26,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4520,2024-02-26,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4521,2024-02-26,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4522,2024-02-26,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4523,2024-02-26,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4524,2024-02-27,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4525,2024-02-27,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4526,2024-02-27,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4527,2024-02-27,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4528,2024-02-27,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4529,2024-02-28,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4530,2024-02-28,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4531,2024-02-28,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4532,2024-02-28,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4533,2024-02-28,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4534,2024-02-29,2024-02-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4535,2024-02-29,2024-02-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4536,2024-02-29,2024-02-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4537,2024-02-29,2024-02-01,risk_on,bloc2,STRAT2,PRAEEMA LX Equity,0.175
4538,2024-02-29,2024-02-01,risk_on,bloc3,STRAT3,GAS3S IM Equity,0.55
4539,2024-03-01,2024-03-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4540,2024-03-01,2024-03-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4541,2024-03-01,2024-03-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4542,2024-03-01,2024-03-01,risk_on,bloc2,STRAT2,BLEURAA LX Equity,0.175
4543,2024-03-01,2024-03-01,risk_on,bloc3,STRAT3,GAMCBIA ID Equity,0.275
4544,2024-03-01,2024-03-01,risk_on,bloc3,STRAT3,SGCBIFH LX Equity,0.275
4545,2024-03-04,2024-03-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4546,2024-03-04,2024-03-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4547,2024-03-04,2024-03-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4548,2024-03-04,2024-03-01,risk_on,bloc2,STRAT2,BLEURAA LX Equity,0.175
4549,2024-03-04,2024-03-01,risk_on,bloc3,STRAT3,GAMCBIA ID Equity,0.275
4550,2024-03-04,2024-03-01,risk_on,bloc3,STRAT3,SGCBIFH LX Equity,0.275
4551,2024-03-05,2024-03-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4552,2024-03-05,2024-03-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4553,2024-03-05,2024-03-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4554,2024-03-05,2024-03-01,risk_on,bloc2,STRAT2,BLEURAA LX Equity,0.175
4555,2024-03-05,2024-03-01,risk_on,bloc3,STRAT3,GAMCBIA ID Equity,0.275
4556,2024-03-05,2024-03-01,risk_on,bloc3,STRAT3,SGCBIFH LX Equity,0.275
4557,2024-03-06,2024-03-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4558,2024-03-06,2024-03-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4559,2024-03-06,2024-03-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4560,2024-03-06,2024-03-01,risk_on,bloc2,STRAT2,BLEURAA LX Equity,0.175
4561,2024-03-06,2024-03-01,risk_on,bloc3,STRAT3,GAMCBIA ID Equity,0.275
4562,2024-03-06,2024-03-01,risk_on,bloc3,STRAT3,SGCBIFH LX Equity,0.275
4563,2024-03-07,2024-03-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4564,2024-03-07,2024-03-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4565,2024-03-07,2024-03-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4566,2024-03-07,2024-03-01,risk_on,bloc2,STRAT2,BLEURAA LX Equity,0.175
4567,2024-03-07,2024-03-01,risk_on,bloc3,STRAT3,GAMCBIA ID Equity,0.275
4568,2024-03-07,2024-03-01,risk_on,bloc3,STRAT3,SGCBIFH LX Equity,0.275
4569,2024-03-08,2024-03-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
4570,2024-03-08,2024-03-01,risk_on,bloc1,STRAT1,UIATHNA GR Equity,0.05
4571,2024-03-08,2024-03-01,risk_on,bloc2,STRAT2,BGTFDLX LX Equity,0.175
4572,2024-03-08,2024-03-01,risk_on,bloc2,STRAT2,BLEURAA LX Equity,0.175
4573,2024-03-08,2024-03-01,risk_on,bloc3,STRAT3,GAMCBIA ID Equity,0.275
4574,2024-03-08,2024-03-01,risk_on,bloc3,STRAT3,SGCBIFH LX Equity,0.275
4575,2024-03-11,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4576,2024-03-11,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4577,2024-03-11,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4578,2024-03-11,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4579,2024-03-11,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4580,2024-03-11,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4581,2024-03-12,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4582,2024-03-12,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4583,2024-03-12,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4584,2024-03-12,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4585,2024-03-12,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4586,2024-03-12,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4587,2024-03-13,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4588,2024-03-13,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4589,2024-03-13,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4590,2024-03-13,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4591,2024-03-13,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4592,2024-03-13,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4593,2024-03-14,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4594,2024-03-14,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4595,2024-03-14,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4596,2024-03-14,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4597,2024-03-14,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4598,2024-03-14,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4599,2024-03-15,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4600,2024-03-15,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4601,2024-03-15,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4602,2024-03-15,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4603,2024-03-15,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4604,2024-03-15,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4605,2024-03-18,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4606,2024-03-18,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4607,2024-03-18,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4608,2024-03-18,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4609,2024-03-18,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4610,2024-03-18,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4611,2024-03-19,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4612,2024-03-19,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4613,2024-03-19,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4614,2024-03-19,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4615,2024-03-19,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4616,2024-03-19,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4617,2024-03-20,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4618,2024-03-20,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4619,2024-03-20,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4620,2024-03-20,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4621,2024-03-20,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4622,2024-03-20,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4623,2024-03-21,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4624,2024-03-21,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4625,2024-03-21,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4626,2024-03-21,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4627,2024-03-21,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4628,2024-03-21,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4629,2024-03-22,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4630,2024-03-22,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4631,2024-03-22,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4632,2024-03-22,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4633,2024-03-22,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4634,2024-03-22,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4635,2024-03-25,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4636,2024-03-25,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4637,2024-03-25,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4638,2024-03-25,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4639,2024-03-25,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4640,2024-03-25,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4641,2024-03-26,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4642,2024-03-26,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4643,2024-03-26,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4644,2024-03-26,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4645,2024-03-26,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4646,2024-03-26,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4647,2024-03-27,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4648,2024-03-27,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4649,2024-03-27,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4650,2024-03-27,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4651,2024-03-27,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4652,2024-03-27,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4653,2024-03-28,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4654,2024-03-28,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4655,2024-03-28,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4656,2024-03-28,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4657,2024-03-28,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4658,2024-03-28,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4659,2024-03-29,2024-03-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4660,2024-03-29,2024-03-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4661,2024-03-29,2024-03-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4662,2024-03-29,2024-03-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4663,2024-03-29,2024-03-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4664,2024-03-29,2024-03-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4665,2024-04-01,2024-04-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4666,2024-04-01,2024-04-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4667,2024-04-01,2024-04-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4668,2024-04-01,2024-04-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4669,2024-04-01,2024-04-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4670,2024-04-01,2024-04-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4671,2024-04-02,2024-04-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4672,2024-04-02,2024-04-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4673,2024-04-02,2024-04-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4674,2024-04-02,2024-04-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4675,2024-04-02,2024-04-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4676,2024-04-02,2024-04-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4677,2024-04-03,2024-04-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4678,2024-04-03,2024-04-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4679,2024-04-03,2024-04-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4680,2024-04-03,2024-04-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4681,2024-04-03,2024-04-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4682,2024-04-03,2024-04-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4683,2024-04-04,2024-04-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4684,2024-04-04,2024-04-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4685,2024-04-04,2024-04-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4686,2024-04-04,2024-04-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4687,2024-04-04,2024-04-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
4688,2024-04-04,2024-04-01,normal,bloc3,STRAT3,SGCBIFH LX Equity,0.175
4689,2024-04-05,2024-04-01,normal,bloc1,STRAT1,ALLVOSI LX Equity,0.125
4690,2024-04-05,2024-04-01,normal,bloc1,STRAT1,UIATHNA GR Equity,0.125
4691,2024-04-05,2024-04-01,normal,bloc2,STRAT2,BGTFDLX LX Equity,0.2
4692,2024-04-05,2024-04-01,normal,bloc2,STRAT2,BLEURAA LX Equity,0.2
4693,2024-04-05,2024-04-01,normal,bloc3,STRAT3,GAMCBIA ID Equity,0.175
