ticker,bloc,rank,score,strategie,vol_calib,sharpe_calib,sortino_calib,alpha_annual,beta_core,corr_core_calib,dd_covid,ret_rel_covid,stale_ratio_calib
LVO NA Equity,Bloc1,1,0.34073397603396327,Spécialisé,0.4085509720793284,-0.6641795517048615,-0.9114560957711696,0.1090799620401951,-4.277848701380573,-0.5003450141521191,,,
UIATHNA GR Equity,Bloc1,2,0.3167945271891167,Dérivés,0.03012167922257699,1.950371393362592,2.194890683008787,0.041852099457679384,0.18999516140442183,0.3014072995384197,,,
SCHCTEA LX Equity,Bloc2,1,2.435058854332832,Equity Hedge,0.09536552859490924,4.102251866942902,7.3699351427251845,0.3473517204502849,0.4932132871799584,0.2471347132179355,,,
REYLSEB LX Equity,Bloc2,2,1.9741914759788406,Equity Hedge,0.04825054967099577,3.7532918109021085,6.823730787564097,0.19664057955477118,-0.17476781386865833,-0.17308107854233024,,,
MEDMORL ID Equity,Bloc2,3,0.9713823586139485,Equity Hedge,0.0739410430892834,2.473612141894737,2.4804064272658204,0.17280683106589698,0.11351147814502685,0.07335751488634756,,,
BNPAOPP LX Equity,Bloc3,1,1.061028573960853,Titres adossés à des actifs,0.005379069946123498,16.737973256997307,16.831167158814385,0.09022914201519139,-0.0021861244492246026,-0.01942039656451315,,,
BNPAAAP LX Equity,Bloc3,2,0.9207464888447277,Titres adossés à des actifs,0.002049498640726342,22.92523865161171,53.16854714491762,0.047089804351249445,-0.0011757373797351364,-0.02741278092721523,,,
