,alpha_daily
2023-03-21,0.007236445709447293
2023-03-22,0.0006824478841161778
2023-03-23,-0.0019541263790967445
2023-03-24,-0.002156165855274711
2023-03-27,-4.849021521770302e-07
2023-03-28,0.0002278755469467792
2023-03-29,-0.0007933621832070369
2023-03-30,0.0029438818554368886
2023-03-31,-0.0015678036413686437
2023-04-03,-4.185304371882191e-05
2023-04-04,8.879041655014106e-05
2023-04-05,-0.0010811121694448472
2023-04-06,0.0005013623487874377
2023-04-07,0.0
2023-04-10,0.0
2023-04-11,2.9429282330086744e-05
2023-04-12,0.0011801287012494681
2023-04-13,0.0005508629856868722
2023-04-14,0.0020940393360373336
2023-04-17,-7.720601745823577e-06
2023-04-18,0.000685522510493496
2023-04-19,-0.0001237249140787774
2023-04-20,-0.0033498306408269534
2023-04-21,-0.0023319928465430954
2023-04-24,2.0560814068358486e-05
2023-04-25,-2.636998284708817e-05
2023-04-26,0.002016289801869589
2023-04-27,0.0016043494620612427
2023-04-28,0.0007912813011909368
2023-05-01,0.0
2023-05-02,1.428347793011691e-05
2023-05-03,-0.0016108699183624156
2023-05-04,-0.0029108911750927316
2023-05-05,0.0020310178061035133
2023-05-08,-7.41893277377863e-06
2023-05-09,-0.0011467101628307998
2023-05-10,0.0009171539499752803
2023-05-11,-0.0024491549543334042
2023-05-12,0.0020658036684820494
2023-05-15,7.176941746944843e-06
2023-05-16,-0.0012780661892175288
2023-05-17,0.0008094379314967027
2023-05-18,0.00038985204838498205
2023-05-19,-0.000315445700697782
2023-05-22,3.685975535296467e-06
2023-05-23,-0.0010141457870304642
2023-05-24,-0.0036902566427842597
2023-05-25,-0.0028881846806514014
2023-05-26,0.0008026213845636512
2023-05-29,-5.6830455947276756e-05
2023-05-30,0.0006382904776921379
2023-05-31,-0.003187915445379937
2023-06-01,0.0006330555017777041
2023-06-02,0.0006946002525172492
2023-06-05,1.9879681413499957e-05
2023-06-06,0.0001431883996495937
2023-06-07,0.0006493567209687961
2023-06-08,-0.0004343974260621267
2023-06-09,-0.0009522614816919874
2023-06-12,-1.8471334843125988e-05
2023-06-13,-0.0006733307707503843
2023-06-14,0.0010696032180828952
2023-06-15,0.0008162960237525444
2023-06-16,0.003433350371630974
2023-06-19,5.713530123953161e-05
2023-06-20,0.0009401375330285916
2023-06-21,0.002825154295571515
2023-06-22,-0.000751038811015503
2023-06-23,0.0014792907326656795
2023-06-26,-4.343250511591755e-06
2023-06-27,-0.0012221553684983453
2023-06-28,0.0016484930033708156
2023-06-29,0.002684455556739795
2023-06-30,-0.00037239890717955524
2023-07-03,6.701590438503654e-06
2023-07-04,-0.000264445764052233
2023-07-05,0.001212799945428737
2023-07-06,-0.0016350508447462511
2023-07-07,-0.002068381527219964
2023-07-10,2.332346787713468e-05
2023-07-11,0.0005260722976955059
2023-07-12,0.000748415585107748
2023-07-13,0.0013281354013335812
2023-07-14,0.0008492175229590156
2023-07-17,3.231409851508491e-06
2023-07-18,0.0007915256986571262
2023-07-19,-0.0015340077975994737
2023-07-20,0.002405398302244049
2023-07-21,0.0015383620972003675
2023-07-24,-3.08557739832392e-05
2023-07-25,0.00014178759735564535
2023-07-26,-0.0009779043522599468
2023-07-27,0.0027117863125895184
2023-07-28,0.002437020622585904
2023-07-31,-8.021287632053583e-06
2023-08-01,-0.0010392066122068967
2023-08-02,-0.0005001381165865488
2023-08-03,-0.0017916383670703948
2023-08-04,0.00157569920086278
2023-08-07,7.9982287499418e-06
2023-08-08,0.0001222812703348335
2023-08-09,0.004720189979208833
2023-08-10,-0.00017474005529778872
2023-08-11,0.001225761604216884
2023-08-14,-1.761406294748569e-05
2023-08-15,-0.00020273322505975116
2023-08-16,0.0008246398687381087
