,beta_rolling_63d
2021-07-14,0.511169705416404
2021-07-15,0.5318496900336275
2021-07-16,0.46231257963228733
2021-07-19,0.39022497247924637
2021-07-20,0.3986630760748668
2021-07-21,0.4529300513458662
2021-07-22,0.4626944575578176
2021-07-23,0.4758891051515768
2021-07-26,0.48669159443430987
2021-07-27,0.5131088491350121
2021-07-28,0.5250035168763579
2021-07-29,0.525439267690262
2021-07-30,0.5101496966356381
2021-08-02,0.5052445592787025
2021-08-03,0.4632944684314129
2021-08-04,0.44307469486457335
2021-08-05,0.45156527392058166
2021-08-06,0.5940835693102559
2021-08-09,0.5279699224224045
2021-08-10,0.5213540422612932
2021-08-11,0.5242134315332125
2021-08-12,0.5353936663553402
2021-08-13,0.5447236011024649
2021-08-16,0.563384221788574
2021-08-17,0.4926844227624625
2021-08-18,0.5024736540852924
2021-08-19,0.4883019107077258
2021-08-20,0.48700255153096045
2021-08-23,0.47750033148345483
2021-08-24,0.4934974721040605
2021-08-25,0.4777916435546489
2021-08-26,0.48521633765809025
2021-08-27,0.48721380942984366
2021-08-30,0.49447296043133543
2021-08-31,0.4829253603450295
2021-09-01,0.4819752686885543
2021-09-02,0.49411630290406106
2021-09-03,0.4669458793591535
2021-09-06,0.4749821345785537
2021-09-07,0.47057682687211677
2021-09-08,0.48946656123653387
2021-09-09,0.5054741010869925
2021-09-10,0.4983241882441588
2021-09-13,0.4959154424955393
2021-09-14,0.544882817092343
2021-09-15,0.43705050126375644
2021-09-16,0.4325753175479083
2021-09-17,0.4370966349813085
2021-09-20,0.402844280913618
2021-09-21,0.4041450968210796
2021-09-22,0.42994615375573236
2021-09-23,0.4324157889105322
2021-09-24,0.4187487535359277
2021-09-27,0.43023643201352074
2021-09-28,0.476830184166247
2021-09-29,0.48929757007523333
2021-09-30,0.48157605738373543
2021-10-01,0.4852888289197473
2021-10-04,0.4995425681609784
2021-10-05,0.4397397406477849
2021-10-06,0.40085621440017516
2021-10-07,0.387659545298199
2021-10-08,0.37284276659969395
2021-10-11,0.37149395073143976
2021-10-12,0.358600437078396
2021-10-13,0.35457960093337815
2021-10-14,0.3828195018518665
2021-10-15,0.3949092228685165
2021-10-18,0.37758320634746284
2021-10-19,0.3697617141958875
2021-10-20,0.36003335380367707
2021-10-21,0.36483916163252356
2021-10-22,0.3502310133614086
2021-10-25,0.3354496554742056
2021-10-26,0.3307009587017171
2021-10-27,0.32911759654601536
2021-10-28,0.328789344645447
2021-10-29,0.33034460305701546
2021-11-01,0.3341316556538933
2021-11-02,0.3102891207586182
2021-11-03,0.3127664134203927
2021-11-04,0.19604863303171732
2021-11-05,0.18208392273628138
2021-11-08,0.17886958324116883
2021-11-09,0.17294891282447886
2021-11-10,0.1647616784710523
2021-11-11,0.16473030925901228
2021-11-12,0.16635283183163796
2021-11-15,0.16544124798089355
2021-11-16,0.17094811109375616
2021-11-17,0.17892212818624084
2021-11-18,0.17604532615152937
2021-11-19,0.17624406743167256
2021-11-22,0.1768238918872675
2021-11-23,0.17021344986624817
2021-11-24,0.1758478701598411
2021-11-25,0.1765141434385832
2021-11-26,0.14175775223658893
2021-11-29,0.14054908925399892
2021-11-30,0.15639334384265574
2021-12-01,0.14822020228954347
2021-12-02,0.13563173681219717
2021-12-03,0.133792284771093
2021-12-06,0.12975583163174184
2021-12-07,0.11253337198763545
2021-12-08,0.11768821806303939
2021-12-09,0.11440242101704041
2021-12-10,0.11483277570601051
2021-12-13,0.11806691056249845
2021-12-14,0.10184378079712587
2021-12-15,0.09841204954017706
2021-12-16,0.09298481041154516
2021-12-17,0.08105388338190452
2021-12-20,0.0654529272473965
2021-12-21,0.08009689718377488
2021-12-22,0.07876088603475781
2021-12-23,0.0821450722212361
2021-12-24,0.035007897342067704
2021-12-27,0.030162632136148736
2021-12-28,0.033908120260852104
2021-12-29,0.03261184675453625
2021-12-30,0.0346821683116173
2021-12-31,0.025602468795646198
2022-01-03,0.01704666190831791
2022-01-04,-0.00883875853089451
2022-01-05,0.00032035770785755405
2022-01-06,0.006627483622738186
2022-01-07,0.014334937045360478
2022-01-10,0.011820456790380695
2022-01-11,-0.030068258505549166
2022-01-12,-0.04183540443527706
2022-01-13,-0.039734219817095545
2022-01-14,-0.0397346613775109
2022-01-17,-0.03838671249778733
2022-01-18,-0.028780179645211717
2022-01-19,-0.019104195294096654
2022-01-20,-0.02520182928871645
2022-01-21,0.01686594682663418
2022-01-24,0.009187240641781192
2022-01-25,0.011363851780974012
2022-01-26,0.039292666769206244
2022-01-27,0.05037919700300621
2022-01-28,0.032651076841197633
2022-01-31,0.031429276572612797
2022-02-01,0.08431733426034474
2022-02-02,0.08907392308966235
2022-02-03,0.07758414993306437
2022-02-04,0.08084789971677399
2022-02-07,0.08216990963782002
2022-02-08,0.08394455518789959
2022-02-09,0.07185099262089088
2022-02-10,0.048964165938141985
2022-02-11,0.03532912365066832
2022-02-14,0.034670044778238485
2022-02-15,0.03362449989263868
2022-02-16,0.03045109326229572
2022-02-17,0.026993476714651177
2022-02-18,0.021732583752105152
2022-02-21,0.014693097035594235
2022-02-22,0.01428501347010667
2022-02-23,0.0205655641325196
2022-02-24,0.018784138465206855
2022-02-25,0.011492987530892361
2022-02-28,0.019848783184281852
2022-03-01,-0.0220696196532207
2022-03-02,-0.024658415918444872
2022-03-03,-0.027045654341344903
2022-03-04,-0.02933143425206525
2022-03-07,-0.03801648636293877
2022-03-08,-0.03980563839606611
2022-03-09,-0.03891414691300302
2022-03-10,-0.042650815681791694
2022-03-11,-0.01884495420425547
2022-03-14,-0.0200538790649828
2022-03-15,0.0019392240563421623
2022-03-16,-0.018286656694457986
2022-03-17,-0.01915982415266769
2022-03-18,-0.030926373360015965
2022-03-21,-0.028969854908530896
2022-03-22,-0.024358904512152925
2022-03-23,-0.023903931805133234
2022-03-24,-0.02441310528466745
2022-03-25,-0.021630228867234137
2022-03-28,-0.022088325974896527
2022-03-29,-0.026731564111209215
2022-03-30,-0.022166134848907032
2022-03-31,-0.021207952585911013
2022-04-01,-0.026385137190327625
2022-04-04,-0.027617264783884744
2022-04-05,-0.04209745070317844
2022-04-06,-0.036630455400319256
2022-04-07,-0.038145811020724486
2022-04-08,-0.03298430491861108
2022-04-11,-0.024485754961168713
2022-04-12,-0.026777997027057944
2022-04-13,-0.029925645448742814
2022-04-14,-0.028509061389165948
2022-04-15,-0.036605355414981174
2022-04-18,-0.039468221699561185
2022-04-19,-0.033243335740551855
2022-04-20,-0.06766858365101297
2022-04-21,-0.08446213399004207
2022-04-22,-0.050396898205426754
2022-04-25,-0.07154466973979903
2022-04-26,-0.08255350546961156
2022-04-27,-0.06960290329368071
2022-04-28,-0.0739147821525647
2022-04-29,-0.07580818212478456
2022-05-02,-0.06805966270634374
2022-05-03,-0.08390524734321418
2022-05-04,-0.08005866283658855
2022-05-05,-0.08051880370397597
2022-05-06,-0.07890823740363292
2022-05-09,-0.06482311260074082
2022-05-10,-0.04946390302199625
2022-05-11,-0.05543952308930007
2022-05-12,-0.06219239106036963
2022-05-13,-0.03792562240696572
2022-05-16,-0.0362305494717323
2022-05-17,-0.03339196911290726
2022-05-18,-0.029986412781874944
2022-05-19,-0.026937069967539806
2022-05-20,-0.02744754943219191
2022-05-23,-0.029189170935190457
2022-05-24,-0.013693179216034952
2022-05-25,-0.013569413537986451
2022-05-26,-0.010756014083956716
2022-05-27,0.029817953926379696
2022-05-30,0.03100626084737044
2022-05-31,0.03145126005363737
2022-06-01,0.026873601127639344
2022-06-02,0.025994879572328138
2022-06-03,0.02943427399562351
2022-06-06,0.02859544104746987
2022-06-07,0.03314191718940588
2022-06-08,0.014178315670715196
2022-06-09,-0.010116595106594864
2022-06-10,-0.06564854123415757
2022-06-13,-0.02963849166095941
2022-06-14,-0.03730106600386328
2022-06-15,-0.07099586558407767
2022-06-16,-0.05421440705633769
2022-06-17,-0.06082031983591546
2022-06-20,-0.0618129533187063
2022-06-21,-0.06338181889846761
2022-06-22,-0.08238173253689515
2022-06-23,-0.10223758422367167
2022-06-24,-0.09849005397520642
2022-06-27,-0.09956362821180438
2022-06-28,-0.10326296895177615
2022-06-29,-0.10014138420979107
2022-06-30,-0.10763772516316401
2022-07-01,-0.12347808911015425
2022-07-04,-0.12910496555059547
2022-07-05,-0.1257885229049195
2022-07-06,-0.12966592579606176
2022-07-07,-0.12414777692624038
2022-07-08,-0.12081370785709372
2022-07-11,-0.12025624095762245
2022-07-12,-0.12959410912558458
2022-07-13,-0.13699349520453757
2022-07-14,-0.14017884815629308
2022-07-15,-0.1302596135518682
2022-07-18,-0.12712288253937692
2022-07-19,-0.12646467270518902
2022-07-20,-0.14240500760418376
2022-07-21,-0.14310459714129486
2022-07-22,-0.16546309977778983
2022-07-25,-0.16791717491871827
2022-07-26,-0.16321642886114024
2022-07-27,-0.16427747358397393
2022-07-28,-0.17481032061225776
2022-07-29,-0.17654389744208468
2022-08-01,-0.18253383531907066
2022-08-02,-0.18160343016697142
2022-08-03,-0.18476811498100076
2022-08-04,-0.19074327541037628
2022-08-05,-0.22217577974523517
2022-08-08,-0.2183881640448482
2022-08-09,-0.2092827973266206
2022-08-10,-0.22327535770680898
2022-08-11,-0.2239957910677795
2022-08-12,-0.22015786958393227
2022-08-15,-0.22014211506677878
2022-08-16,-0.22458395089879743
2022-08-17,-0.2319674053868825
2022-08-18,-0.23157648777318415
2022-08-19,-0.24293601082381247
2022-08-22,-0.24394211833122834
2022-08-23,-0.24619588099094852
2022-08-24,-0.2503283888830475
2022-08-25,-0.2516531615989872
2022-08-26,-0.2554174827892834
2022-08-29,-0.23956545993491368
2022-08-30,-0.23711987074385318
2022-08-31,-0.23453551193753
2022-09-01,-0.2352460457588164
2022-09-02,-0.22882399665469386
2022-09-05,-0.22470595162612697
2022-09-06,-0.21825946185625622
2022-09-07,-0.20974198302121155
2022-09-08,-0.24400978246433433
2022-09-09,-0.23808076405818393
2022-09-12,-0.22119426780491977
2022-09-13,-0.26900709134964845
2022-09-14,-0.27128880143962864
2022-09-15,-0.26934234134781054
2022-09-16,-0.26261827550926864
2022-09-19,-0.2537353246851268
2022-09-20,-0.24536679817429907
2022-09-21,-0.2445809186047234
2022-09-22,-0.23703726507787928
2022-09-23,-0.25667146753498327
2022-09-26,-0.25551434084544616
2022-09-27,-0.2564973470452135
2022-09-28,-0.24753963650680771
2022-09-29,-0.22662920706148001
2022-09-30,-0.23073144200939802
2022-10-03,-0.2282222752350135
2022-10-04,-0.24120533416213666
2022-10-05,-0.23518687201608263
2022-10-06,-0.23391957723267
2022-10-07,-0.23266174299457873
2022-10-10,-0.22423758172366853
2022-10-11,-0.22440662299534822
2022-10-12,-0.2350645181146632
2022-10-13,-0.2308976539080512
2022-10-14,-0.22861431639130655
2022-10-17,-0.22836625477922648
2022-10-18,-0.22995131543244035
2022-10-19,-0.20554819927175919
2022-10-20,-0.20102872602856425
2022-10-21,-0.20007604794869874
2022-10-24,-0.19280622032600953
2022-10-25,-0.19450653905679424
2022-10-26,-0.20148863765579192
2022-10-27,-0.21502756432394138
2022-10-28,-0.2154577964560464
2022-10-31,-0.21666324848651572
2022-11-01,-0.2108190237244491
2022-11-02,-0.18480326101719158
2022-11-03,-0.20291854893116146
2022-11-04,-0.20625154309245575
2022-11-07,-0.20475874409549052
2022-11-08,-0.21413976565873383
2022-11-09,-0.21987632785630234
2022-11-10,-0.2594749499767525
2022-11-11,-0.2581162210633438
2022-11-14,-0.25185758113247775
2022-11-15,-0.2570605544388111
2022-11-16,-0.25896363931748717
2022-11-17,-0.2620538891312649
2022-11-18,-0.258200832117928
2022-11-21,-0.2581691882695939
2022-11-22,-0.254665092336118
2022-11-23,-0.2586735661040671
2022-11-24,-0.26823534906689556
2022-11-25,-0.26598811642002085
2022-11-28,-0.2664099587176097
2022-11-29,-0.2659164709908192
2022-11-30,-0.274389254626361
2022-12-01,-0.27891284023495694
2022-12-02,-0.27486407498540516
2022-12-05,-0.2722673275140222
2022-12-06,-0.26997462812281786
2022-12-07,-0.2712187464852666
2022-12-08,-0.27304350083255907
2022-12-09,-0.26298712008342795
2022-12-12,-0.2617221553507538
2022-12-13,-0.2590771648928584
2022-12-14,-0.2624341980044535
2022-12-15,-0.24780262276071455
2022-12-16,-0.2347790690135886
2022-12-19,-0.23984688863975448
2022-12-20,-0.2363644029741842
2022-12-21,-0.20439887001877094
2022-12-22,-0.1969762348726896
2022-12-23,-0.18896859494150312
2022-12-26,-0.18386192373684196
2022-12-27,-0.19516921997149064
2022-12-28,-0.19572066544502173
2022-12-29,-0.19805992488595864
2022-12-30,-0.18991024578666021
2023-01-02,-0.18325095517929615
2023-01-03,-0.18398703863302596
2023-01-04,-0.1628120352766457
2023-01-05,-0.16681135064783983
2023-01-06,-0.16163975456184537
2023-01-09,-0.1601639130005613
2023-01-10,-0.16624044671758823
2023-01-11,-0.16913625517695144
2023-01-12,-0.1738205394172592
2023-01-13,-0.17289595771366223
2023-01-16,-0.16788950784122988
2023-01-17,-0.16293130735901412
2023-01-18,-0.1639392447243432
2023-01-19,-0.17440945890541873
2023-01-20,-0.16853109378100228
2023-01-23,-0.1622579267239439
2023-01-24,-0.15298857082686648
2023-01-25,-0.15349806307294483
2023-01-26,-0.15137513510825346
2023-01-27,-0.1545599003082867
2023-01-30,-0.15499806550515818
2023-01-31,-0.1292272532022648
2023-02-01,-0.13313581333914595
2023-02-02,-0.13850063831529658
2023-02-03,-0.1344844546566716
2023-02-06,-0.13523944097764865
2023-02-07,-0.08481993136381966
2023-02-08,-0.08474330792550953
2023-02-09,-0.08160464248552868
2023-02-10,-0.07839586217916379
2023-02-13,-0.07920766723199238
2023-02-14,-0.07619995576337198
2023-02-15,-0.07943646894937269
2023-02-16,-0.07985416126391409
2023-02-17,-0.08242895177298
2023-02-20,-0.07684625140657664
2023-02-21,-0.0826132674293768
2023-02-22,-0.08657234717905701
2023-02-23,-0.08583970099106872
2023-02-24,-0.08659333987279717
2023-02-27,-0.08715551968638101
2023-02-28,-0.07617210460017192
2023-03-01,-0.08820211670923485
2023-03-02,-0.08745725894246428
2023-03-03,-0.0880394421524065
2023-03-06,-0.08821823480307785
2023-03-07,-0.08867357130967536
2023-03-08,-0.08963858053032472
2023-03-09,-0.08980144075675633
2023-03-10,-0.07758689049016844
2023-03-13,-0.07811095697578377
2023-03-14,-0.055502886063488424
2023-03-15,-0.09879122027855414
2023-03-16,-0.09926146124442098
2023-03-17,-0.11061104450114777
2023-03-20,-0.12510256023063795
2023-03-21,-0.1424069435291914
2023-03-22,-0.14260060566417582
2023-03-23,-0.14535856318490356
2023-03-24,-0.14893160154861043
2023-03-27,-0.14950071021934674
2023-03-28,-0.15099367536077596
2023-03-29,-0.16378792945783302
2023-03-30,-0.17458231821746908
2023-03-31,-0.1772614057034357
2023-04-03,-0.17865944261668493
2023-04-04,-0.17544186457163316
2023-04-05,-0.18152575829968645
2023-04-06,-0.1818467601619062
2023-04-07,-0.18268848591464654
2023-04-10,-0.17782525546067063
2023-04-11,-0.17610596339904602
2023-04-12,-0.1773873178353286
2023-04-13,-0.177557227138909
2023-04-14,-0.1857506928830405
2023-04-17,-0.18497475257306892
2023-04-18,-0.18408467269008863
2023-04-19,-0.1814276047346005
2023-04-20,-0.18872315268713954
2023-04-21,-0.17950973910967286
2023-04-24,-0.17584036255875457
2023-04-25,-0.17957747492577947
2023-04-26,-0.1870581185347163
2023-04-27,-0.19326389748590206
2023-04-28,-0.1715750464364617
2023-05-01,-0.1721265884123533
2023-05-02,-0.16000578694160583
2023-05-03,-0.15585128591097938
2023-05-04,-0.1644399456939159
2023-05-05,-0.15832818075913555
2023-05-08,-0.15658934979174785
2023-05-09,-0.1685809307726017
2023-05-10,-0.16126954292400816
2023-05-11,-0.1738719916038014
2023-05-12,-0.1865775518979199
2023-05-15,-0.18349767633429956
2023-05-16,-0.17407540824333095
2023-05-17,-0.17495938867628774
2023-05-18,-0.17329187501168913
2023-05-19,-0.17192673140518863
2023-05-22,-0.17125410547490671
2023-05-23,-0.1714816073203719
2023-05-24,-0.1240477331038562
2023-05-25,-0.12175050349012385
2023-05-26,-0.10893753256628805
2023-05-29,-0.06826895143164176
2023-05-30,-0.06636353421883079
2023-05-31,-0.07641488633894594
2023-06-01,-0.07109265223159254
2023-06-02,-0.0573953796127732
2023-06-05,-0.05844909108629679
2023-06-06,-0.05803652757184574
2023-06-07,-0.10647423623969428
2023-06-08,-0.10660222004455557
2023-06-09,-0.10518612774023807
2023-06-12,-0.005592511306405178
2023-06-13,-0.0067394859986947015
2023-06-14,-0.0059759696629441365
2023-06-15,-0.014474121933641466
2023-06-16,0.025477463251808708
2023-06-19,0.026807565203534865
2023-06-20,0.03789458199722638
2023-06-21,0.019651841341297143
2023-06-22,0.025128250633778257
2023-06-23,0.039102190844552055
2023-06-26,0.04478655861251724
2023-06-27,0.05578936766150263
2023-06-28,0.10338616286183731
2023-06-29,0.09001331266771533
2023-06-30,0.08546631913365878
2023-07-03,0.09040001327740975
2023-07-04,0.09058771022367143
2023-07-05,0.08731741429111779
2023-07-06,0.1036438881758397
2023-07-07,0.10152354980958876
2023-07-10,0.10878628602512956
2023-07-11,0.11141796118530005
2023-07-12,0.10933230868742748
2023-07-13,0.11171639876680241
2023-07-14,0.1084660303389098
2023-07-17,0.10915295041369583
2023-07-18,0.116851873144629
2023-07-19,0.1055647195721427
2023-07-20,0.09964801325519125
2023-07-21,0.10349997463849653
2023-07-24,0.1201651889771103
2023-07-25,0.12261621768167842
2023-07-26,0.12888411939416566
2023-07-27,0.1484516891224047
2023-07-28,0.13964247810352837
2023-07-31,0.1367982707620744
2023-08-01,0.13860880590084348
2023-08-02,0.13700642710560473
2023-08-03,0.14514268787394355
2023-08-04,0.14407715489621542
2023-08-07,0.14304413407278627
2023-08-08,0.15817120134421725
2023-08-09,0.15252522359536597
2023-08-10,0.1523688181662151
2023-08-11,0.13153133557192906
2023-08-14,0.13060090276537273
2023-08-15,0.1302220216522568
2023-08-16,0.13252380099392327
2023-08-17,0.11756761117424107
2023-08-18,0.1155145911618105
2023-08-21,0.08879853949597898
2023-08-22,0.09901546878780484
2023-08-23,0.0748491850277783
2023-08-24,0.07993492911035661
2023-08-25,0.08243857952909442
2023-08-28,0.08410797442816652
2023-08-29,0.07520322679871261
2023-08-30,0.07866560015242731
2023-08-31,0.0755900166663918
2023-09-01,0.07594106630526672
2023-09-04,0.07938632126265018
2023-09-05,0.07773884231062034
2023-09-06,0.08542607866968725
2023-09-07,0.09108716069712712
2023-09-08,0.09477158449716079
2023-09-11,0.09538021223359598
2023-09-12,0.09928311254554265
2023-09-13,0.08567127045877776
2023-09-14,0.07527178712185786
2023-09-15,0.06848592140646813
2023-09-18,0.07836314733588559
2023-09-19,0.07203946680025827
2023-09-20,0.06586049620281867
2023-09-21,0.08737924160279209
2023-09-22,0.08364385868889215
2023-09-25,0.07772994496356313
2023-09-26,0.08601970768391977
2023-09-27,0.0920707392140311
2023-09-28,0.1102612538389317
2023-09-29,0.12265217316638119
2023-10-02,0.12345571890030067
2023-10-03,0.14165647755964283
2023-10-04,0.15211355200079138
2023-10-05,0.15054851996591717
2023-10-06,0.14301432510282044
2023-10-09,0.13609212000253093
2023-10-10,0.15240091456961685
2023-10-11,0.15522912417063983
2023-10-12,0.15499471231346362
2023-10-13,0.15568693500903136
2023-10-16,0.1595490172077405
2023-10-17,0.1835354210039343
2023-10-18,0.17605438790740252
2023-10-19,0.1812937453429756
2023-10-20,0.18826956164176112
2023-10-23,0.18569153817222045
2023-10-24,0.16931918251810082
2023-10-25,0.19474522676428044
2023-10-26,0.19698813537203347
2023-10-27,0.1931184440469589
2023-10-30,0.19251717571857307
2023-10-31,0.18946698187919742
2023-11-01,0.211528990504352
2023-11-02,0.20926787898833332
2023-11-03,0.20814507412108316
2023-11-06,0.2073855914527292
2023-11-07,0.1982800016863747
2023-11-08,0.21514162636605993
2023-11-09,0.2180491612709618
2023-11-10,0.2318623457309013
2023-11-13,0.2302542155352912
2023-11-14,0.20905102502181286
2023-11-15,0.20812454912306247
2023-11-16,0.21089015768953553
2023-11-17,0.19925503895185187
2023-11-20,0.2230726891281329
2023-11-21,0.22026417264200548
2023-11-22,0.21758415805955178
2023-11-23,0.21840397051041413
2023-11-24,0.2248447501491325
2023-11-27,0.22096606857875425
2023-11-28,0.22276397099524964
2023-11-29,0.22312903886965282
2023-11-30,0.22416483065897944
2023-12-01,0.20933653239570474
2023-12-04,0.2174074268159561
2023-12-05,0.22138243610793
2023-12-06,0.2275435297561883
2023-12-07,0.22893073228284366
2023-12-08,0.22928469088734443
2023-12-11,0.22973418512320598
2023-12-12,0.23571635791675855
2023-12-13,0.2299276133710562
2023-12-14,0.2578841224591342
2023-12-15,0.22445873305711128
2023-12-18,0.22078882858942964
2023-12-19,0.21322636901046188
2023-12-20,0.22016084527119967
2023-12-21,0.21144749134344928
2023-12-22,0.21716365686196076
2023-12-25,0.21612905596282597
2023-12-26,0.19175016309205
2023-12-27,0.17918060467923547
2023-12-28,0.18281101584432868
2023-12-29,0.15325277532746995
2024-01-01,0.14013636321650527
2024-01-02,0.13558222646234366
2024-01-03,0.14330008273115138
2024-01-04,0.1641263134797624
2024-01-05,0.13395128207390852
2024-01-08,0.1336847436132123
2024-01-09,0.13554929684687156
2024-01-10,0.13653651444001932
2024-01-11,0.059855427635606584
2024-01-12,0.03242973695211076
2024-01-15,0.03617969111361727
2024-01-16,0.028488144979263722
2024-01-17,0.032656689993453863
2024-01-18,0.03459927720519097
2024-01-19,0.028860096676614547
2024-01-22,-0.014015877319686752
2024-01-23,-0.023565981335711413
2024-01-24,-0.01680407850717235
2024-01-25,-0.00868166712837194
2024-01-26,-0.020150437572399073
2024-01-29,-0.05322990109742875
2024-01-30,-0.06288581944692863
2024-01-31,-0.06695781031567828
2024-02-01,-0.07661498828326868
2024-02-02,-0.061500058884758645
2024-02-05,-0.057426676356378895
2024-02-06,-0.05745759003313719
2024-02-07,-0.0844013961457868
2024-02-08,-0.060906762847330334
2024-02-09,-0.017768212987054242
2024-02-12,-0.014797460900074213
2024-02-13,0.007192748096956366
2024-02-14,0.03126165384070115
2024-02-15,0.032779878393776246
2024-02-16,0.041039706973209966
2024-02-19,0.04166186451726665
2024-02-20,0.02819754789790072
2024-02-21,0.04575717731910491
2024-02-22,0.11857616121464597
2024-02-23,0.12753725060461546
2024-02-26,0.1255623642988094
2024-02-27,0.12131098487962473
2024-02-28,0.13833559433467488
2024-02-29,0.12914649479007687
2024-03-01,0.14257703093996443
2024-03-04,0.129288312479905
2024-03-05,0.1254206900480322
2024-03-06,0.12130055807381628
2024-03-07,0.067571033948062
2024-03-08,0.08962668755304874
2024-03-11,0.12284320276251331
2024-03-12,0.10818209522625233
2024-03-13,0.18150808125422263
2024-03-14,0.17111059191158193
2024-03-15,0.20925704838368406
2024-03-18,0.1955998237473969
2024-03-19,0.20341791948495463
2024-03-20,0.20985092699530217
2024-03-21,0.25691323274498773
2024-03-22,0.2691266076660698
2024-03-25,0.26795270187613984
2024-03-26,0.2678820739086827
2024-03-27,0.23676953074569615
2024-03-28,0.23223791972413807
2024-03-29,0.23537941759198333
2024-04-01,0.22868259857918327
2024-04-02,0.19446624680646127
2024-04-03,0.20289893725694408
2024-04-04,0.21353663838304696
2024-04-05,0.18848098379317677
2024-04-08,0.1942255427888841
2024-04-09,0.2821098584108906
2024-04-10,0.30021672902541185
2024-04-11,0.3104825258078724
2024-04-12,0.29475139861672617
2024-04-15,0.27726552088906775
2024-04-16,0.23128828241189683
2024-04-17,0.23811088309197911
2024-04-18,0.25729647800188643
2024-04-19,0.24958310852480892
2024-04-22,0.23754628714606993
2024-04-23,0.25189304369675175
2024-04-24,0.2564084284510719
2024-04-25,0.3071427731419192
2024-04-26,0.29181151139805067
2024-04-29,0.29157789993018357
2024-04-30,0.27500085725483453
2024-05-01,0.26532950553532375
2024-05-02,0.26630237637696624
2024-05-03,0.25840197423892947
2024-05-06,0.24954376090616645
2024-05-07,0.23256851190239217
2024-05-08,0.23451179202238526
2024-05-09,0.24406147831521732
2024-05-10,0.2361185010265852
2024-05-13,0.21812032298772194
2024-05-14,0.21342871664701782
2024-05-15,0.21264093963771993
2024-05-16,0.21167790428740704
2024-05-17,0.21749692027074755
2024-05-20,0.2065719875374658
2024-05-21,0.16116793840772706
2024-05-22,0.15799503561312153
