Date,ETZD FP Equity,CBE3 LN Equity,IEAC LN Equity
2020-10-31,-0.050473186119873836,0.0014762458620385388,0.00560538116591891
2020-11-30,0.13732004429678857,0.0,0.011594202898550954
2020-12-31,0.02434274586173313,-0.0005806941528568865,0.0025714495628534895
2021-01-31,-0.005703422053231932,-0.001609010458567539,-0.006998387805950412
2021-02-28,0.02581261950286806,-0.0018354373712953231,-0.008228478653924065
2021-03-31,0.0633737185461325,0.0009866798223969742,0.004836669395044346
2021-04-30,0.02278702892199802,-0.0013441462431110773,-0.0018513033175359128
2021-05-31,0.018851756640959616,-0.00022432590066789881,-0.0020402106981229906
2021-06-30,0.01429772918418859,-0.0003141267276973725,0.003828569304538343
2021-07-31,0.021558872305141197,0.0011671230417018563,0.007739020958305698
2021-08-31,0.021915584415584277,-0.0008070663139484457,-0.004225610876354757
2021-09-30,-0.03335980937251781,-0.0012115772941437841,-0.006568265682657004
2021-10-31,0.04765817584223475,-0.0032797196513615345,-0.007280291211648304
2021-11-30,-0.026666666666666505,0.0027946810908268116,0.0013470029185067567
2021-12-31,0.055600322320709106,-0.0026070930912027723,0.000896793961586928
2022-01-31,-0.036641221374045574,-0.001487223398981552,-0.019637123870678286
2022-02-28,-0.03645007923930288,-0.0018956490341219823,-0.023533891850723854
2022-03-31,0.01315789473684248,-0.00578818847788698,-0.01388347242804766
2022-04-30,-0.006493506493506551,-0.006185754571091384,-0.027762398164992708
2022-05-31,-0.01879084967320266,-0.0032494279176200624,-0.011389521640090994
2022-06-30,-0.0799333888426309,-0.0028467790073004595,-0.03620803159973718
2022-07-31,0.07782805429864248,0.004927015701984949,0.04969262295082033
2022-08-31,-0.05121746431570129,-0.012463343108504166,-0.049861721164795814
2022-09-30,-0.06371681415929198,-0.010115070527097703,-0.028251005907029003
2022-10-31,0.062381852551984585,0.0004687353520198556,-0.003612016562417053
2022-11-30,0.07117437722419928,0.0014523988006003297,0.03183023872678992
2022-12-31,-0.029900332225913262,-0.006128654970760761,-0.013281919451585078
2023-01-31,0.06078767123287632,0.0032009037845983634,0.005123751628311135
2023-02-28,0.023405972558514954,-0.005349099099099086,-0.017366511145671226
2023-03-31,-0.003943217665615006,0.009293329559392438,0.015475248395321994
2023-04-30,0.022169437846397466,0.0007945781724705281,0.0040696164170064275
2023-05-31,-0.03098373353989159,0.002288436390808668,0.0006898930665744096
2023-06-30,0.02478017585931247,-0.005078980476212469,-0.0024991382281972507
2023-07-31,0.021060842433697324,0.0047302360434617885,-0.007257019438444479
2023-08-31,-0.023682200152788435,0.003589241597911741,0.0005221477678181152
2023-09-30,-0.017214397496087552,-0.0023223409196470035,-0.009132817256675918
2023-10-31,-0.03662420382165599,0.005307262569832494,0.004652387640449396
2023-11-30,0.06611570247933884,0.007733629711957013,0.024639580602883626
2023-12-31,0.03565891472868232,0.01001792197049789,0.027458002899291678
2024-01-31,0.017964071856287456,0.00031848582738058795,-0.018839737737571305
2024-02-29,0.019852941176470518,-0.004457381970345398,-0.007866689223481105
2024-03-31,0.041095890410958624,0.003335160818713767,0.013470884133344407
2024-04-30,-0.011772853185595289,-0.0015026638131233616,-0.010179187347522656
2024-05-31,0.034337771548703655,0.0023713973002559285,0.0025497195308514797
2024-06-30,-0.0189701897018969,0.0035486806187434716,0.006951508986096755
2024-07-31,0.014502762430938843,0.00865898993562464,-0.0005893248021549002
2024-08-31,0.014295439074200056,0.0050788799496603865,0.0024429281442170936
2024-09-30,-0.0026845637583889914,0.007020838923173178,0.012436974789915567
2024-10-31,-0.03297442799461647,-0.002353568098050429,-0.004233067729083717
2024-11-30,0.011134307585247027,0.00827917742366302,0.01792114695340552
2024-12-31,-0.004129387474191337,0.00044146212254991823,-0.005895840157222665
2025-01-31,0.06288873531444361,0.0014561821551490883,-0.011696869851729796
2025-02-28,0.032509752925877766,0.0038334434897560055,0.005417569594932337
2025-03-31,-0.03652392947103278,0.001580194890702602,-0.010279366658376587
2025-04-30,-0.00849673202614376,0.00701200806380986,0.010386129491581908
2025-05-31,0.04218852999340794,0.0007398381060144121,0.005637072038465307
2025-06-30,-0.012017710309930596,0.00034790171776433176,0.0022257027450327538
2025-07-31,0.009603072983354943,0.00021736295265895045,-0.010857048856719342
2025-08-31,0.009511731135066537,0.001868915159944029,-0.0004157658406792608
2025-09-30,0.015075376884422065,0.00039043859268561576,0.004824889776225083
2025-10-31,0.02537128712871284,0.003469210754553753,0.006291911582085197
2025-11-30,0.00965600482800233,0.0007778738115815642,-0.0016454134101200335
2025-12-31,0.027495517035266204,0.0008204508161331336,-0.0009888751545115149
2026-01-31,0.03315881326352521,0.0,0.0
2026-02-28,0.03828828828828845,0.0,0.0
2026-03-31,-0.04718004338394799,0.0,0.0
