ticker,alpha_annual,n_obs_alpha,expense_pct,Strat,z_alpha,z_neg_expense,score_level2,beta,beta_stress,beta_bloc1,corr,return_stress,skewness,maxdd_abs,sharpe,sortino,vol,ret_ann,kurtosis,score_custom,review_date,calib_start,calib_end,active_from,active_to
TRESGFE ID Equity,0.08759427364115305,259,,STRAT2,1.3894487377665146,,0.8042883557749276,-0.21762308234651018,-0.005012385822228686,-0.005012385822228686,-0.3161602634722969,0.6127065000402412,-0.39637060205366026,0.04683951260251673,1.996273525920568,2.8300635383147115,0.060124688040418726,0.12002532298932089,0.8001624870500317,0.8042883557749276,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
RPARIE1 ID Equity,0.015193168715372822,259,0.0,STRAT2,0.5349122799710114,1.5477426818869178,0.7644042368403507,-0.023983135068983766,-0.10313009504471035,-0.10313009504471035,-0.024452601732641747,-0.18271351798721913,0.8027794571533502,0.08902853229038044,0.21906053012721818,0.19350340987005785,0.08567143522412451,0.01876723001695635,12.376473990642781,0.7644042368403507,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
ALMLSI3 LX Equity,0.0336142000420465,259,0.95,STRAT2,0.7681998718359954,0.43615277616582765,0.583048477284432,-0.11475760970654379,-0.017997411136480623,-0.017997411136480623,-0.11043642407002614,0.3602936582965717,-0.2530013449043035,0.0920460434892828,0.5587521751198288,0.7676201085100828,0.09076623508546702,0.050715831281442414,2.419687978048664,0.583048477284432,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
BNPAAAP LX Equity,-0.014290441287437713,259,0.29,STRAT3,0.0858628355002032,1.208415236982585,1.5103531374460615,0.002137182858695758,0.021670904262480813,0.021670904262480813,0.023606299247451088,-0.0326293699808361,-3.361103380583399,0.02689434799075452,-1.8473515557823337,-1.6592273504660229,0.00790804146270963,-0.014608932699327837,24.074333277644513,1.5103531374460615,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
AEABSIA ID Equity,-0.03360887111524268,259,0.3,STRAT3,-0.18081414878138732,1.1967142906065733,1.2217727684713962,0.012089782506312732,-0.10137740450731358,-0.10137740450731358,0.042186926393070805,-0.06221640313682253,-0.44547459899618747,0.05540125328982348,-1.4146101194492608,-1.6464752649038252,0.025032012468545327,-0.03541053814818429,7.253677244297249,1.2217727684713962,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
INGAAAI LX Equity,-0.00759278437569511,259,,STRAT3,0.1773564515833521,,1.1131489745539285,-0.006976855623202141,-0.018400970964524605,-0.018400970964524605,-0.13502895990726518,-0.001144358237347598,-0.35187542081371853,0.014638320911676272,-1.451966362842825,-1.770434249737748,0.004513235308875164,-0.006553065856081286,10.355621276588158,1.1131489745539285,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
NBESEIA ID Equity,-0.03349429717558448,259,0.82,STRAT3,-0.1737632121524524,0.5882650790539768,0.3875337115903472,0.09828516595677883,0.20040680712618572,0.20040680712618572,0.2623564580860908,-0.22730412205608574,-0.8671049056074137,0.09244930687196773,-1.471177214221248,-1.6579937434594636,0.0327228694591175,-0.04814113993219005,3.9769730991042778,0.3875337115903472,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
INGSLII LX Equity,-0.0498994493871614,259,,STRAT3,-0.4131847282762006,,0.27289791045529255,0.10448624568484793,0.19282557498380126,0.19282557498380126,0.30973090065183445,-0.2745995252764214,-0.5715779364802508,0.07660625286309086,-2.221852636549874,-2.6686985135164822,0.029466581358854594,-0.06547040148228245,2.164117478643795,0.27289791045529255,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
ECMSSFC LX Equity,-0.05096085806199122,259,0.7,STRAT3,-0.4261386468093932,0.7286764355661145,0.22233957760133835,0.07583152090343673,0.21251406392965375,0.21251406392965375,0.19548298235644188,-0.2239483180308366,-1.2985744341220273,0.10144153974160175,-1.8374862369782214,-1.9623043745305075,0.033884101493464165,-0.0622615701466136,6.181009511632766,0.22233957760133835,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
NUMCAII ID Equity,-0.05793463684476437,259,,STRAT3,-0.49756584069826437,,0.18150032469296534,-0.06388047923706772,-0.29403008153039323,-0.29403008153039323,-0.075640690432007,0.00901992817543995,0.6060829079045953,0.08476104754083102,-0.6563135015504555,-1.0303194992365416,0.07376797212305754,-0.04841491608636028,3.4398563688375416,0.18150032469296534,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
ALLVOSI LX Equity,0.051657866117938725,259,0.7,STRAT1,0.06684400116098978,0.7566566368826071,0.9955460460339176,0.04341964036094502,0.04343766469727433,0.04343766469727433,0.09980778079345616,-0.0010598734415506739,-5.656381274859364,0.017410543801478662,2.319600538899236,1.7341715614527893,0.02405104140426569,0.055788808602422524,60.62462628753764,0.9955460460339176,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
UIATHNA GR Equity,0.05370081914592319,259,1.23,STRAT1,0.09605647155460582,0.16787380221670567,0.469572017020913,0.143194710821297,-0.0570079453265782,-0.0570079453265782,0.39061994950838963,-0.07746162024057635,0.24482893318687235,0.008779848059790929,3.3219079488459515,5.3007367813233675,0.02026677380780537,0.06732435700961159,2.1074395792072256,0.469572017020913,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
LYEGTIE ID Equity,-0.04194380216659084,259,1.171,STRAT1,-1.6238801215487388,0.23341755173611728,-0.10483786511871082,-0.12470836960970964,-0.14166172227773557,-0.14166172227773557,-0.07860607272551748,-0.2053294730406715,-3.5978577147391935,0.11375407362213596,-0.6134790361800276,-0.5590000200657141,0.0877104957918772,-0.053808550421273194,24.770676129938987,-0.10483786511871082,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
LUPVORP GR Equity,0.07221582345878648,259,1.13,STRAT1,0.41862237765557647,0.2789649030970645,-0.531605289276851,0.2273583597420604,0.4508235543513392,0.4508235543513392,0.3382554568993916,-0.2572667627744968,-1.4158112779993124,0.01823667448564814,2.5254615783300363,2.6874116684225777,0.03716021166844023,0.0938466868112573,8.430215063614781,-0.531605289276851,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
DWMAEIA ID Equity,-0.030738367886666694,259,0.59,STRAT1,-1.4087005672950508,0.8788568478510017,-0.8286749086592683,-0.41334884515285564,-0.6910492244666661,-0.6910492244666661,-0.2082938401084326,-0.03788664387037288,-1.7972614382379601,0.10990718683412759,-0.6386233237042743,-0.6886834838511665,0.10971155363004623,-0.07006435702797986,9.075623058731853,-0.8286749086592683,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
SCHCTEA LX Equity,0.1895378271241118,259,2.45,STRAT2,2.4096298671808305,-1.1874376285236714,1.866873120572371,0.11702779343235865,0.3033956578057928,0.3033956578057928,0.07410648392427875,0.05800101952395176,-0.011172043862056174,0.045844312586007074,2.298484469337051,3.692904431709636,0.08730615690892052,0.2006718457326575,0.9342878208282941,1.866873120572371,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
DMIURIE LX Equity,0.07505487399596522,259,0.92,STRAT2,0.4783185179520096,0.5122562149458177,0.8225341142562119,0.1695352692113098,0.2539334849528633,0.2539334849528633,0.21160950198897746,-0.11015203916866123,-0.06527643766963179,0.054363520632068396,2.058656229255789,2.709328461360592,0.044293189904856534,0.09118445131124253,3.96527437058785,0.8225341142562119,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
UGEEIBA ID Equity,0.05063810342011861,259,0.13,STRAT2,0.07917251677763992,1.3898759119006519,0.7269794609670945,0.0682706291011369,0.5303311974714181,0.5303311974714181,0.059952947592426746,-0.12888558700871,0.11680184447946049,0.03436503714856709,0.9075162215565634,1.4177754535304246,0.06295575375362154,0.05713336777173206,1.3915060552683283,0.7269794609670945,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
HFHPERC LX Equity,0.061636298659094826,259,,STRAT2,0.2359419478881496,,0.5666404358937911,0.08923554454161005,0.03568679907999528,0.03568679907999528,0.3889265904478449,-0.062439321569725426,-1.5244760895648306,0.006061874159997593,5.528378613686061,5.846884996750398,0.012684761473897674,0.07012616405200478,15.527695093450763,0.5666404358937911,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
HFHSELA LX Equity,0.061576308891512006,259,,STRAT2,0.2351011681511167,,0.5588013512416238,0.087617381254301,0.05819918380333706,0.05819918380333706,0.36939566467519974,-0.06203559909792311,-0.4435977415663047,0.005017742953877025,5.331415981869962,6.892424439252088,0.013113255942746496,0.06991222230750993,6.963188244861987,0.5588013512416238,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
PRAEEMA LX Equity,0.06756166902756895,259,1.55,STRAT2,0.3472754226156229,-0.1876177206004424,0.5012812468752328,0.22762691433216672,0.13991701759391845,0.13991701759391845,0.2631804591030981,-0.16896702509242,0.08016503225041553,0.03183103997057968,1.8658247577527884,2.855727977773538,0.047816967954810496,0.08921808265075715,1.6944821653820084,0.5012812468752328,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
CHDYCLA ID Equity,0.09274885631923281,259,2.76,STRAT2,0.8129760450664324,-1.5318200412527831,0.4744688020498953,0.10264043371317179,-0.1355807500303828,-0.1355807500303828,0.08227673630321862,0.049754114752019074,0.048907497294292494,0.06274708977459631,1.4863803574976033,2.03621334033666,0.06896892958969822,0.10251406221976267,3.2297204465739933,0.4744688020498953,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
DISFCPE LX Equity,0.28498250364090616,259,1.11,STRAT3,3.8913914902585454,0.30118312327313607,1.8834788807736453,-0.04627268957808507,-0.31355381196669424,-0.31355381196669424,-0.03050256847942613,0.07007255185263594,0.08639486719965937,0.054542483134383146,3.345465103784183,3.639477137343503,0.08386879357207504,0.28058012219185624,12.561202868213776,1.8834788807736453,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
BNPAOPP LX Equity,0.14571738134996448,259,0.66,STRAT3,1.668428247777575,0.8010930772347505,0.7544577354909787,-0.007445793123129057,-0.05829664166299815,-0.05829664166299815,-0.025490978729227558,0.13975762748431708,0.7220630655602688,0.01691971890424726,8.979629259348252,10.866445959029267,0.016148661015296634,0.14500898895225411,8.180444089979954,0.7544577354909787,2024-01-01,2023-01-01,2023-12-31,2024-01-01,2024-12-31
