ticker,alpha_annual,n_obs_alpha,expense_pct,Strat,z_alpha,z_neg_expense,score_level2,beta,beta_stress,beta_bloc1,corr,return_stress,skewness,maxdd_abs,sharpe,sortino,vol,ret_ann,kurtosis,score_custom,review_date,calib_start,calib_end,active_from,active_to
LYEGTIE ID Equity,0.08612836079544092,261,1.171,STRAT1,0.6352119341400707,0.025416028932962055,1.2367066503987119,0.007774663579248122,0.016583081089247564,0.016583081089247564,0.01338868179977401,-0.16983552102925825,0.0412771323820978,0.05122153661016693,1.2713894970598425,1.6156487257827488,0.06793953575278869,0.0863776121912172,4.665066663951862,1.2367066503987119,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
DWMAEIA ID Equity,-0.02796258752024297,261,0.59,STRAT1,-0.4099414305368123,0.6715784942376422,0.46228406260486593,0.06439306417510639,0.01826993922402843,0.01826993922402843,0.08967893211824811,-0.37378091911333555,-1.3243813560474977,0.09797364685189558,-0.3082774938331528,-0.3418626452359503,0.08400931683022031,-0.02589818165105562,6.742774194952014,0.46228406260486593,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
ALLVOSI LX Equity,-0.058240974521502634,261,0.7,STRAT1,-0.7243798704840821,0.5492413665551726,-0.45399292197168223,0.15209274386976446,0.2904918817363318,0.2904918817363318,0.2579102998208683,-0.29311117815365384,-3.240069824004452,0.1430905207557862,-0.7734596032794105,-0.5953051401345747,0.06899515554449066,-0.05336496563564297,14.484283840582675,-0.45399292197168223,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
ASRATH2 LX Equity,-0.37595171365184504,261,1.6,STRAT1,-4.257870696601987,-0.4516987690286692,-1.2449977910318957,0.224335047680387,0.48992193408187773,0.48992193408187773,0.09864755726275404,-0.5291610990628224,-5.983219677082552,0.44114043067277076,-1.385969967712983,-0.9249267818817535,0.2660661235268901,-0.3687596566340824,48.97429489934266,-1.2449977910318957,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
SCHCTEA LX Equity,0.3199622926036627,261,2.45,STRAT2,2.5631062683506594,-1.3970311193022975,1.6394010130264347,-0.11836219545384746,-0.14581346081648233,-0.14581346081648233,-0.10644878238418216,0.5523966701600111,-0.056415065983811984,0.04895446993075114,2.4303361692500216,3.9712505329428245,0.13009215365516857,0.31616766636378757,0.13402410712000368,1.6394010130264347,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
RPARIE1 ID Equity,0.15884496960617428,261,0.0,STRAT2,1.308980750127438,1.3277503608981605,1.3662610501758086,-0.04440220442788976,-0.16389798801307412,-0.16389798801307412,-0.0410603626986316,0.08069440114998061,2.75296714498513,0.08804654975712745,1.2442378103644363,1.1802021796049456,0.12652039528528505,0.15742145959620601,20.85560423702232,1.3662610501758086,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
EXCRISA LX Equity,0.12055745829073429,261,1.37,STRAT2,0.9157009400699098,-0.19590295660168744,0.869278355361513,0.030930198087141113,0.0971378685839386,0.0971378685839386,0.0878744927528238,0.0038899379168588766,-1.1170068076820148,0.03978590293338513,2.9515691100024584,3.695026982705838,0.04118116795868661,0.12154906326068238,7.595279745349703,0.869278355361513,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
CDARMEC LX Equity,0.125191424363329,261,1.67,STRAT2,0.9478256699615807,-0.5295496684629678,0.620919868220129,0.2946218807120382,0.22230000781881168,0.22230000781881168,0.4629760395832875,-0.38677551312892133,0.4239575512839301,0.05170879408997375,1.8083339370616256,3.0670533514168645,0.07445352622469388,0.13463683820602168,2.6065546272971254,0.620919868220129,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
PDAIEUR LX Equity,0.06794061257213677,261,1.56,STRAT2,0.46646123720804145,-0.4072125407804984,0.3674464148581948,-0.013116483710623673,0.10747153064422031,0.10747153064422031,-0.03073562087577736,0.12892081572927938,-0.7792722868149666,0.04526097653307348,1.3523181856442958,1.643871219509652,0.04992915580587857,0.06752010539015707,3.55214392564897,0.3674464148581948,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
BLEURAA LX Equity,0.07741985532225543,261,1.862,STRAT2,0.5505735897691059,-0.7430835640541875,0.27497708539960947,0.12524336902523164,0.27765275070453643,0.27765275070453643,0.20857730386044934,-0.12628366127684065,-0.7585945428811799,0.053911716489549844,1.1591645455511508,1.3988952567680575,0.07025325996822948,0.08143508816455958,2.688532977442015,0.27497708539960947,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
MEDMORL ID Equity,0.15913616462308766,261,3.39,STRAT2,1.3460529650799014,-2.44245748313431,0.2728124947959966,0.20442934920814818,0.6194677237797288,0.6194677237797288,0.1421983051105511,-0.2368700413886814,-1.1574887275737762,0.23271867937712787,0.9850739381802439,1.0278217260469646,0.1682006289912479,0.1656900560048027,5.494143139041837,0.2728124947959966,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
NUMCAII ID Equity,0.2468308927338804,261,,STRAT3,1.9806805365685027,,2.407949899037256,-0.19660938651669033,-0.12169332180199535,-0.12169332180199535,-0.28133818069918265,0.8596205177759642,-0.9600027108926547,0.07270876963847384,2.941783750525597,3.2746110281656557,0.08176253776959057,0.2405277050123169,8.099122305777502,2.407949899037256,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
NDCBBXE LX Equity,0.02473520695364754,261,0.06,STRAT3,0.06229187036067671,1.2610210185259043,0.5559247319767142,0.017339358627631578,0.09789486372139919,0.09789486372139919,0.09472560024506418,0.03385204173430978,-0.8682030389165938,0.028503996324024894,1.180927449209956,1.2985817470768064,0.021416300532869956,0.02529109715979594,4.0739704765932,0.5559247319767142,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
DISFCPE LX Equity,0.11227299681432869,261,1.11,STRAT3,0.8385355723044574,0.09325752701142237,0.31442481033644776,0.2713037315207942,0.3618240907287092,0.3618240907287092,0.45110128487439843,-0.3409018399821737,-1.501799032655489,0.12541351652015953,1.7191755156686113,1.5608538371980905,0.07036561575237493,0.12097084374642852,10.767935212680602,0.31442481033644776,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
R1JKEX GR Equity,0.009947261153508465,261,0.1,STRAT3,-0.03358168298663671,1.2165347902777335,0.2214255273028033,-0.09990976230881746,-0.04467697280321165,-0.04467697280321165,-0.1325024690952814,0.06706026826174671,-0.3704408944820853,0.08187400641064724,0.07644838576236601,0.07168258046372096,0.0882191246195366,0.006744209670532575,36.83522081890022,0.2214255273028033,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
TRVBFIC LX Equity,0.024983635848541106,261,0.51,STRAT3,0.06498992299083259,0.7605509507339836,0.016617364820924074,0.09293116229554649,0.18230333875588495,0.18230333875588495,0.2691113834932173,-0.10662469387629359,-1.6603804297863067,0.04823552069481085,0.6921098179290892,0.6622651580519164,0.04040248608977734,0.027962957291478352,13.397451890814954,0.016617364820924074,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
AEABSIA ID Equity,0.0021851307399250097,261,0.3,STRAT3,-0.14912678510761737,0.9941036490368799,-0.005939782266773042,0.00897225372141087,0.07865421222748471,0.07865421222748471,0.05954234245611805,0.009796364793448031,-2.883650266257827,0.048875646649363724,0.14025888898557778,0.11821949648312567,0.01763008553911093,0.0024727762104364004,15.004645259136796,-0.005939782266773042,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
EGSKAEA LX Equity,0.024531878766957338,219,,STRAT3,0.07073363533272123,,-0.029343809948757564,-0.04588193466597728,0.09971422321324953,0.09971422321324953,-0.13712926161874153,0.15346768519529586,-1.8120125808723175,0.09898693023822536,0.5200741449410553,0.4325587219165164,0.04152353874934599,0.02159531890999289,6.762828632295681,-0.029343809948757564,2021-01-01,2020-01-01,2020-12-31,2021-01-01,2022-01-02
ALLVOSI LX Equity,0.08568319930902232,259,0.7,STRAT1,0.7949401267498075,0.5357567351823576,0.7000000000000002,-0.0779207639774343,0.11511845207273178,0.11511845207273178,-0.0863251476095694,0.11586562115693733,-2.6841837941850466,0.023112748141612016,1.866663114515138,1.5414859476101952,0.04255511150656156,0.07943605698337719,15.293000775199875,0.7000000000000002,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
ASRATH2 LX Equity,0.07582265764632973,254,1.6,STRAT1,0.6514960998380283,-0.35993563942591805,-0.7,-0.00677224006912917,-0.36497360500393966,-0.36497360500393966,-0.005961509154852244,0.08683561718372368,-2.403897212015293,0.03269594443496171,1.3984435516258449,1.2298298346946592,0.05383221735145614,0.07528131722486475,42.639127098686686,-0.7,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
RPARIE1 ID Equity,0.15030543551138412,259,0.0,STRAT2,1.729696796021533,1.2324063598776829,1.2991056611878942,0.13612457088729005,0.32642850604954365,0.32642850604954365,0.09116189209857227,-0.004171811505056411,0.9656862989289464,0.03316225216951829,2.2901136794581283,1.9987666789677605,0.07039779456286217,0.1612189523320937,7.594682440732763,1.2991056611878942,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
UGEEIBA ID Equity,0.11405543530361806,259,0.13,STRAT2,1.2035551045546178,1.1030285724342652,0.9452968644018774,0.1561372703201203,0.6785505688031799,0.6785505688031799,0.12393439438747199,0.014092201343731237,-0.3736979259066725,0.03924342547251247,2.1310417430406954,3.10290628364065,0.05939509675227156,0.12657343051103154,0.6478358145469296,0.9452968644018774,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
CHAGCLA ID Equity,0.2073416794046084,259,3.17,STRAT2,2.5631076240073165,-1.9224212262425762,0.904139713398503,-0.15525995389639213,0.22344840650912942,0.22344840650912942,-0.10031247518485976,0.15314082897101255,-0.3849139501103615,0.03616858906285525,2.6709032089494156,3.266722734777968,0.07296933136480081,0.19489402129713973,3.9865085114709267,0.904139713398503,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
CHDYCLA ID Equity,0.18479026684107291,259,2.76,STRAT2,2.2625247310573395,-1.5143835889210284,0.8063658342109097,-0.17404832571799567,0.549967694743343,0.549967694743343,-0.10706589213654163,0.11390027557992988,-0.3265373312623349,0.04831198806259862,2.2290794959011397,2.8735579066429553,0.07663983662000055,0.17083628837885656,2.6039347222346905,0.8063658342109097,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
REYLSEB LX Equity,0.16096253868554294,259,2.64,STRAT2,1.8758338174782354,-1.3949579389732587,0.7106547882770416,0.039965244448215996,-0.0858032793002322,-0.0858032793002322,0.034960347169676186,-0.0495307269222105,-0.4433988347818553,0.04129458481137638,3.046087669157707,4.524532799594553,0.05389427046383373,0.16416667269813434,0.22218735483223773,0.7106547882770416,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
HFHSELA LX Equity,0.10666427228997089,259,,STRAT2,1.0788967912540137,,0.5803448082884256,0.08817682962588214,-0.06017134105587936,-0.06017134105587936,0.21240345292909923,-0.026076423943245608,-0.3661701973090138,0.009680561433951462,5.811126130927154,7.17925513487952,0.019571709807161605,0.11373367428732006,4.566448042487404,0.5803448082884256,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
CDARMEC LX Equity,0.111337801048195,259,1.67,STRAT2,1.1656503923449908,-0.4296006018954504,0.5410916673399102,0.03675946873428456,0.162399010286684,0.162399010286684,0.03784434614100357,0.15469825895811806,0.1226352494860364,0.01658139770080813,2.495656687609539,4.238003126899315,0.04579352558155143,0.11428491836681731,0.4752909979537181,0.5410916673399102,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
ESELIAE LX Equity,0.059393829502077826,259,0.64,STRAT3,0.3779091740261272,0.5954695601562425,0.8990908348701464,0.04227470369521386,0.1108289727314664,0.1108289727314664,0.21322685375003786,0.010152167771181997,5.319842634692142,0.0034742883546502457,6.716891898236768,10.071524329979662,0.009347049315247645,0.06278311981800644,62.64970813093011,0.8990908348701464,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
NUMCAII ID Equity,0.04946044100498807,259,,STRAT3,0.2524587220186292,,0.8789905291656687,0.17668918506677067,0.3039500490077453,0.3039500490077453,0.13127472998587542,-0.07919833336777127,0.9169475507368232,0.059586663983804966,1.0026997741969959,1.825055899462485,0.06345483139831026,0.06362614511479414,3.1723655386301077,0.8789905291656687,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
BNPAOPP LX Equity,0.04305639299127399,259,0.66,STRAT3,0.12807073593429158,0.5755652851649475,0.6188292959014884,0.012506379541059586,-0.024069938744465315,-0.024069938744465315,0.08267676473930329,0.024340968318099065,0.2946432848989543,0.002865379114251443,6.178048396248262,7.527600700397121,0.00713155098167878,0.044059067105123306,5.507751361201844,0.6188292959014884,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
ECMSSFC LX Equity,0.04303557382966467,259,0.7,STRAT3,0.12712044249629367,0.5357567351823576,0.5772853660903667,0.03399968450918279,0.098397491959273,0.098397491959273,0.26191497154252635,0.011036718540492485,0.04587321301808309,0.0025339420678056612,7.47737519080016,9.393375232202018,0.006119985926544581,0.04576143093519058,4.0889262684879295,0.5772853660903667,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
AEABSIA ID Equity,0.010434831022183531,259,0.3,STRAT3,-0.38476342067284325,0.9338422350082577,0.46532503631171845,0.010353793968348877,0.031864738538933304,0.031864738538933304,0.06951817414037463,0.0072628034764505855,0.004024617333757831,0.002634264472743175,1.604321176093562,2.6231456608706996,0.007021615145077406,0.011264925867626951,0.0413853954637422,0.46532503631171845,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
INGSBLC LX Equity,0.04735994623785145,259,0.85,STRAT3,0.2032866216987836,0.386474672747645,0.45159547654675053,-0.044236138321787306,-0.07894628309659472,-0.07894628309659472,-0.06731676657886394,0.019550212908432396,0.26930628706628074,0.009070533705366257,1.4142205831473325,1.3325697903203961,0.03098059971879399,0.04381340180056692,12.810883893225055,0.45159547654675053,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
BNPAAAP LX Equity,-0.0005149433651915527,259,0.29,STRAT3,-0.5612016222595666,0.9437943725039053,0.26961869276016537,0.0034530079765336813,-0.01797552910774062,-0.01797552910774062,0.0919722613542806,-0.00488665361243279,-0.5302041159180795,0.0017586614020937974,-0.13452175190599291,-0.16578285377724605,0.0017700134941386438,-0.00023810531612877828,13.35286667305898,0.26961869276016537,2022-01-03,2021-01-03,2022-01-02,2022-01-03,2023-01-01
ALLVOSI LX Equity,-0.015796843395884535,259,0.7,STRAT1,0.0849258497463617,0.7286764355661145,0.10000000000000012,0.15330366932736458,0.19911843592953823,0.19911843592953823,0.326169913550451,-0.34911228149756246,-1.4792389854680326,0.06228285278864931,-0.9412485638810637,-0.9395190910830191,0.04105478810436717,-0.038642760343676974,3.141373298098804,0.10000000000000012,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
UIATHNA GR Equity,0.07336615990446196,259,1.23,STRAT1,1.3090519320051106,0.1085262776375063,-0.09999999999999998,0.18998125033772043,0.36894625825816607,0.36894625825816607,0.3655619312126246,-0.2284357305803243,-0.8522562817110372,0.029141437709061635,0.9925041222570264,1.1979659638554168,0.045394678252534994,0.04505440529417237,11.749052840528487,-0.09999999999999998,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
LGSSA3E ID Equity,0.15526103536793417,259,0.21,STRAT2,2.2650884213084295,1.3020228079906768,1.84763090692996,-0.14089297361382433,-0.05798592768491037,-0.05798592768491037,-0.1270332120423675,0.4861015019405943,-0.5309222374016592,0.05068924380385853,1.8193669099288248,2.4149448987914197,0.09687845841874357,0.17625746153197763,1.8847429125110846,1.84763090692996,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
CARTMTE LX Equity,0.174739437795474,259,1.557,STRAT2,2.5053295725015317,-0.2740946688580689,1.644936579960307,-0.027015376105364634,-0.08218051748977055,-0.08218051748977055,-0.035759778915444046,0.07171146209420831,0.10550298991131037,0.033661673657915836,2.709018987980801,4.109511045535412,0.065988971062587,0.1787653756058638,1.4570959643068777,1.644936579960307,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
PRATLSB LX Equity,0.16769463430635667,259,,STRAT2,2.5165034582145864,,1.4313523551656018,0.19543515115152454,0.26573422148523645,0.26573422148523645,0.23361536462515867,-0.2859996972029859,-0.09130324252354574,0.07493801628136598,1.8963266405464232,3.0017375854498773,0.07307291631147271,0.13857011790386498,0.37682375270867574,1.4313523551656018,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
UGEEIBA ID Equity,0.05679635507922091,259,0.13,STRAT2,1.0868125203087977,1.3956303789987685,1.0421522496896745,0.08424737999301142,0.18056834460284366,0.18056834460284366,0.11013040734163049,-0.14240210319570024,0.14866104287201465,0.027263745250891258,0.6621026262455142,1.091778743379523,0.06681966926852807,0.044241478507549115,1.00608970369822,1.0421522496896745,2023-01-02,2022-01-02,2023-01-01,2023-01-02,2023-12-31
